Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks
KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,-1.282,-3.347,-2.532,-0.431,4.054,5.479,8.451,13.235,17.259,33.526,42.593,43.478,46.203,46.203,NaN,45.283,45.283,49.032,48.077,52.98,55.034,55.034,50.98,54.0,50.0,49.032,46.203,48.077,54.0,52.98,59.31,62.676,63.83,61.538,59.31,55.034,56.081,59.31,60.417,69.853,68.613,73.684,77.692,76.336,79.07,77.692,69.853
KRT,KARE PORTFÖY TÜRKİYE ODAKLI SERBEST (DÖVİZ ) FON,0.282,0.598,1.402,4.691,6.095,6.956,9.608,16.896,18.275,34.459,43.445,44.945,42.313,43.747,NaN,43.54,43.327,44.487,45.078,46.285,47.276,48.091,49.8,50.305,50.428,50.292,49.71,50.065,50.357,50.526,50.571,51.081,51.522,52.032,52.265,52.867,52.599,54.263,55.601,55.866,57.282,58.645,59.277,59.503,60.6,61.742,62.376
KZL,KUVEYT TÜRK PORTFÖY ALTIN KATILIM FONU,-0.745,-1.593,-2.216,1.539,3.581,4.344,7.124,11.866,12.738,25.522,30.661,29.294,26.668,24.876,NaN,32.91,30.361,33.641,36.926,37.147,41.841,49.516,49.385,51.583,51.651,48.115,45.266,44.556,44.402,46.772,51.011,53.605,55.538,58.143,57.923,57.484,61.641,61.219,62.569,72.25,70.951,74.371,71.685,66.757,70.951,73.481,74.014
KAV,KUVEYT TÜRK PORTFÖY ALTINCI KATILIM SERBEST (DÖVİZ-AVRO) FON,0.655,0.431,-0.749,1.27,4.874,5.58,8.283,14.909,17.889,32.569,38.891,39.235,39.476,38.659,NaN,40.442,39.32,41.946,43.008,45.407,47.58,48.765,49.033,49.474,48.966,48.049,45.556,46.133,46.875,46.933,51.694,49.97,50.987,50.972,52.104,52.665,54.54,55.24,57.694,64.697,60.34,65.318,65.648,64.888,65.29,67.134,64.861
KDL,KUVEYT TÜRK PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON,0.245,0.358,0.583,3.517,3.993,4.932,7.356,14.738,15.818,30.261,36.159,37.554,39.006,39.726,NaN,40.561,40.953,41.78,42.456,43.382,43.917,44.305,44.983,45.081,45.317,45.591,45.797,45.943,46.088,46.311,46.466,46.954,47.335,47.664,47.79,47.947,48.05,48.232,48.971,48.382,48.509,48.692,48.883,48.963,49.363,50.634,51.72
KTR,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM SERBEST (TL) FON,0.599,1.173,1.786,2.373,2.968,3.569,4.178,4.793,5.381,5.976,6.542,7.114,7.656,8.167,NaN,9.166,9.691,10.221,10.718,11.22,11.686,12.197,12.672,13.151,13.635,14.081,14.573,15.027,15.485,15.988,16.411,16.88,17.353,17.829,18.31,18.794,19.283,19.73,20.226,20.681,21.139,21.6,22.018,22.487,22.911,23.386,23.865
KTM,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM (TL) FONU,3.307,7.666,11.628,16.202,19.035,24.187,27.165,28.786,28.472,32.536,37.505,37.942,38.408,40.572,NaN,35.683,35.061,35.583,35.933,38.045,37.351,36.411,37.479,37.968,39.008,43.891,39.985,38.616,36.79,41.843,38.045,35.185,37.53,39.985,41.11,42.363,45.367,51.989,53.094,55.286,60.842,61.158,66.171,68.103,76.093,74.509,76.051
KCV,KUVEYT TÜRK PORTFÖY ÇOKLU VARLIK KATILIM FONU,3.533,7.251,10.534,16.679,19.83,24.439,28.56,32.283,33.419,42.477,50.63,50.484,49.183,49.759,NaN,49.471,48.612,50.777,55.145,55.3,54.835,56.08,55.145,56.552,55.611,58.147,51.512,50.63,50.048,55.611,52.404,55.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KTT,KUVEYT TÜRK PORTFÖY DÖRDÜNCÜ KATILIM SERBEST (DÖVİZ) FON,0.43,0.808,1.362,4.419,5.736,6.763,9.221,16.259,17.77,33.402,41.953,43.733,43.873,43.498,NaN,43.931,44.007,45.441,46.155,46.472,47.504,48.721,49.931,50.334,50.25,50.146,49.44,49.958,49.792,49.979,50.194,50.571,50.676,51.026,51.217,51.712,52.432,53.26,54.038,54.781,55.455,57.485,55.627,55.537,53.659,54.596,55.448
KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),6.261,15.0,19.89,31.925,40.402,50.82,57.619,57.053,59.199,69.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KTS,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM SERBEST FON,2.789,5.483,7.849,14.3,17.373,23.182,30.881,31.732,31.64,44.219,52.186,51.212,49.303,50.931,NaN,51.132,50.212,51.86,55.607,54.003,54.464,56.465,57.246,57.595,58.608,61.958,56.035,55.394,52.677,59.008,53.877,49.578,52.841,56.422,56.293,57.115,62.143,69.05,69.961,72.44,80.388,80.617,86.066,89.799,100.672,98.704,99.053
KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.822,12.608,18.929,28.748,34.873,47.308,54.274,57.738,57.039,68.986,87.608,87.97,87.834,95.12,NaN,76.124,73.498,76.084,80.905,74.978,69.242,66.0,69.574,69.758,73.305,86.353,71.25,66.389,60.399,73.575,61.596,52.942,56.19,61.663,64.667,66.318,74.43,90.356,94.245,100.489,116.583,117.672,132.399,140.351,169.233,163.947,165.746
KSV,KUVEYT TÜRK PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,0.565,1.136,1.714,2.358,3.009,3.79,4.521,5.201,5.826,6.523,7.1,7.683,8.273,8.802,NaN,9.944,10.49,11.042,11.529,12.091,12.587,13.16,13.665,14.103,14.617,15.061,15.509,15.961,16.34,16.721,17.182,17.569,18.037,18.43,18.825,19.303,19.785,20.189,20.678,21.088,21.502,21.918,22.337,22.759,23.183,23.611,24.042
KTV,KUVEYT TÜRK PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,0.528,1.02,1.6,2.229,2.78,3.424,3.988,4.515,5.047,5.494,5.9,6.355,6.813,7.276,NaN,8.166,8.593,9.023,9.456,9.845,10.285,10.679,11.126,11.476,11.93,12.336,12.693,13.105,13.52,13.885,14.253,14.623,15.049,15.478,15.856,16.237,16.675,17.06,17.449,17.84,18.234,18.63,19.087,19.489,19.894,20.301,20.77
KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,-2.538,-2.992,-4.858,-0.782,3.402,9.864,7.755,10.74,10.824,24.541,30.268,29.92,28.32,23.592,NaN,29.574,25.451,30.094,35.28,36.803,41.788,51.427,48.802,49.641,49.872,46.412,40.154,38.622,38.557,39.818,43.391,43.391,44.455,47.299,46.192,46.707,51.663,52.217,51.349,64.58,64.487,71.345,67.509,56.966,66.458,66.934,70.743
KTN,KUVEYT TÜRK PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,0.432,0.833,1.818,2.404,2.856,3.137,3.525,3.845,4.346,4.816,5.364,5.806,6.252,6.664,NaN,7.575,8.036,8.384,8.852,9.324,10.04,9.96,10.401,10.887,11.665,12.12,12.537,12.957,13.381,13.765,14.108,14.453,15.458,16.078,16.615,16.976,17.476,17.842,18.303,18.814,19.565,20.135,20.422,20.807,21.388,21.779,22.768
KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,0.528,1.062,1.602,2.216,2.768,3.397,3.962,4.533,5.038,5.621,6.137,6.583,7.108,7.562,NaN,8.482,8.948,9.339,9.812,10.21,10.691,11.095,11.502,11.912,12.325,12.741,13.16,13.497,13.922,14.35,14.695,15.042,15.478,15.83,16.183,16.628,16.987,17.438,17.802,18.168,18.628,18.999,19.373,19.748,20.126,20.602,20.986
KSR,KUVEYT TÜRK PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU,0.913,1.694,3.498,9.427,12.957,15.567,18.3,21.656,25.508,40.912,49.431,51.478,51.478,51.806,NaN,47.646,48.271,51.042,53.919,56.557,55.399,56.441,53.807,56.092,51.587,52.8,47.958,48.796,50.179,52.689,52.911,51.806,54.145,54.372,55.745,57.025,58.926,66.218,65.563,70.674,75.522,77.9,78.505,78.353,84.947,84.622,81.905
IDD,LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,0.0,9.231,12.698,10.937,16.393,18.333,24.561,22.414,22.414,26.786,33.962,33.962,36.538,36.538,NaN,29.091,26.786,31.481,31.481,29.091,26.786,24.561,26.786,29.091,33.962,33.962,26.786,22.414,22.414,24.561,18.333,18.333,16.393,18.333,20.339,20.339,24.561,24.561,26.786,31.481,33.962,33.962,36.538,36.538,39.216,39.216,39.216
MAC,MARMARA CAPITAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.514,9.552,15.409,25.256,30.142,41.154,47.39,47.39,43.922,53.556,70.698,71.495,63.839,76.442,NaN,53.556,51.653,53.556,58.874,54.202,49.796,41.699,51.653,57.511,63.111,69.124,53.556,45.059,31.071,45.059,27.875,23.986,24.407,29.682,37.453,39.015,46.215,62.389,70.698,80.788,88.205,92.147,107.345,110.92,135.256,122.424,113.372
MAD,MEKSA PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.667,5.721,11.325,16.667,18.159,25.203,29.775,33.141,30.141,39.577,51.974,50.98,43.034,53.488,NaN,39.157,37.91,38.323,38.739,36.283,35.088,29.05,36.686,35.882,35.882,35.484,30.508,27.273,20.0,30.508,18.462,12.409,14.925,20.0,25.203,27.978,33.141,47.604,50.0,55.034,62.676,60.976,76.336,80.469,101.747,93.305,95.763
MBL,MEKSA PORTFÖY İKİNCİ DEĞİŞKEN FON,0.0,0.0,1.176,1.176,1.176,1.176,1.176,2.381,2.381,2.381,2.381,2.381,2.381,2.381,NaN,3.614,3.614,3.614,3.614,3.614,3.614,3.614,3.614,3.614,4.878,4.878,4.878,4.878,4.878,4.878,4.878,4.878,4.878,4.878,4.878,6.173,6.173,6.173,6.173,6.173,6.173,6.173,6.173,7.5,7.5,7.5,7.5
NBH,NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,2.245,6.235,11.544,15.708,19.104,24.484,28.72,29.092,26.316,30.374,33.653,34.054,31.14,32.699,NaN,31.526,30.07,30.298,30.07,29.391,28.35,31.449,33.174,34.946,38.547,38.547,36.098,34.701,35.109,35.109,34.539,30.222,29.017,33.493,40.201,48.602,51.734,57.183,58.861,62.682,68.072,72.222,74.103,80.875,85.075,88.514,91.753
NZH,NEO PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.769,1.429,2.158,2.899,3.65,4.22,4.862,5.446,6.036,6.633,7.17,7.644,8.19,8.673,NaN,9.653,10.149,10.578,11.082,11.591,12.105,12.624,13.072,13.6,14.133,14.439,14.98,15.447,16.076,16.553,16.953,17.517,18.006,18.498,18.994,19.495,20.0,20.509,21.023,21.541,22.063,22.59,23.121,23.657,24.198,24.744,25.294
NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,4.448,7.561,15.775,18.579,24.456,22.815,24.644,25.784,28.929,29.073,41.257,42.512,54.604,69.484,NaN,57.685,60.4,60.266,59.646,61.431,61.657,57.9,60.668,62.98,69.037,93.76,76.098,79.714,74.291,78.492,73.924,73.245,75.083,75.083,78.602,81.35,87.837,102.952,105.332,111.266,113.768,109.503,130.579,138.186,175.048,166.79,158.55
NHP,NEO PORTFÖY BİRİNCİ FON SEPETİ FONU,1.618,2.878,4.962,7.8,9.973,11.994,15.167,20.313,20.453,32.46,39.784,41.309,34.698,40.257,NaN,38.108,39.784,42.572,43.858,44.965,46.295,47.021,47.755,49.459,49.244,52.763,49.137,46.605,42.572,47.966,43.064,40.733,41.405,43.361,45.168,45.678,47.86,52.314,53.898,56.453,58.972,60.449,63.874,64.916,68.127,68.4,69.086
NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.682,10.0,19.182,23.342,30.097,28.325,31.672,32.288,38.105,34.427,46.023,48.088,59.268,75.59,NaN,60.991,63.789,62.378,61.451,62.378,62.846,57.933,62.192,65.322,70.713,95.911,77.13,77.911,68.474,76.027,68.877,66.883,68.374,69.383,73.436,76.909,82.27,97.278,100.071,105.6,109.098,105.004,124.543,132.293,166.447,158.41,150.177
NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,0.662,1.266,1.945,2.633,3.401,4.181,5.045,5.85,6.667,7.496,8.262,9.039,9.668,10.225,NaN,11.437,12.012,12.509,13.095,13.687,14.286,14.804,15.326,15.942,16.475,17.013,17.556,18.104,18.657,19.216,19.685,20.253,20.827,21.309,21.795,22.383,22.878,23.377,23.98,24.488,25.0,25.516,26.036,26.561,27.197,27.624,28.162
NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.286,0.442,0.702,3.693,4.234,5.193,7.685,15.152,16.275,30.817,36.779,38.228,39.746,40.518,NaN,42.109,42.575,43.475,44.202,45.187,45.573,46.274,47.048,47.186,47.468,47.86,47.939,48.206,48.011,48.7,49.252,49.903,50.452,50.986,51.996,52.722,54.842,55.689,56.838,56.763,56.647,57.419,57.741,57.969,58.69,60.602,61.709
NSK,NEO PORTFÖY BİRİNCİ SERBEST FON,0.641,0.802,1.018,1.399,1.782,3.005,2.446,6.317,9.848,12.069,9.657,9.466,12.942,10.298,NaN,13.213,12.672,13.077,13.486,13.897,14.451,14.869,15.15,15.715,16.215,16.574,17.081,17.372,18.628,18.479,19.153,23.122,20.679,21.222,21.222,22.403,23.607,23.932,24.177,25.0,26.34,27.193,27.624,28.933,29.287,31.085,32.653
NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,0.608,1.302,1.926,2.638,3.44,4.255,5.083,5.925,6.78,7.561,8.354,9.068,9.701,10.342,NaN,11.457,12.024,12.596,13.174,13.758,14.347,14.844,15.445,15.951,16.564,17.08,17.6,18.231,18.761,19.297,19.837,20.382,20.822,21.376,21.935,22.5,22.955,23.529,24.109,24.576,25.166,25.641,26.24,26.724,27.334,27.826,28.447
NVZ,NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZT,NEO PORTFÖY PARA PİYASASI SERBEST FON,0.601,1.332,2.073,2.762,3.589,4.234,4.953,5.749,6.556,7.308,7.722,8.279,8.984,9.269,NaN,10.422,10.861,11.377,11.898,12.349,12.803,13.338,13.8,14.266,14.736,15.21,15.768,16.169,16.818,17.309,17.639,18.304,18.639,19.146,18.808,19.401,19.828,20.259,20.779,20.432,20.866,21.392,21.834,21.569,22.101,22.637,23.542
NVT,NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,0.693,1.475,2.189,2.913,3.73,4.476,5.318,6.174,6.956,7.661,8.285,8.917,9.464,10.11,NaN,11.329,11.901,12.478,13.062,13.652,14.148,14.75,15.357,15.972,16.488,17.115,17.748,18.281,18.926,19.361,19.908,20.461,20.907,21.468,21.922,22.493,23.07,23.535,24.122,24.714,25.192,25.673,26.158,26.647,27.14,27.512,28.012
NJF,NUROL PORTFÖY ALTIN FONU,-0.749,-1.519,-1.963,2.974,5.033,5.615,9.172,13.609,13.567,23.41,25.185,25.909,22.468,22.369,NaN,29.77,28.892,31.506,34.229,34.704,39.005,45.859,45.789,47.34,47.127,44.408,42.118,41.261,41.196,44.203,44.682,47.056,50.395,52.046,51.667,51.743,55.222,54.827,56.096,63.203,63.641,65.688,64.259,60.116,63.203,65.239,65.688
NJR,NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.649,1.305,1.904,2.578,3.26,3.882,4.512,5.149,5.722,6.374,6.961,7.554,8.153,8.683,NaN,9.837,10.384,10.936,11.494,12.058,12.627,13.12,13.7,14.286,14.793,15.305,15.907,16.429,16.956,17.576,18.113,18.654,19.385,19.938,20.497,21.061,21.725,22.301,22.882,23.469,24.061,24.659,25.262,25.872,26.487,27.109,27.737
NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,1.167,2.594,3.919,6.271,7.589,10.328,12.307,13.552,13.266,16.245,19.007,20.599,19.196,21.248,NaN,19.576,19.766,20.793,22.036,21.248,21.248,21.313,21.904,22.5,23.102,27.345,24.737,23.439,22.968,26.416,24.737,24.393,25.851,27.633,28.287,29.021,30.214,33.373,34.167,36.358,40.611,40.699,43.293,43.658,48.485,48.387,49.173
NJG,NUROL PORTFÖY BİRİNCİ SERBEST FON,0.527,1.126,1.8,2.414,3.036,3.666,4.232,4.948,5.675,6.485,7.158,7.763,8.375,8.916,NaN,10.014,10.572,11.135,11.704,12.279,12.777,13.279,13.87,14.382,14.898,15.507,16.033,16.565,17.101,17.733,18.28,19.018,19.577,20.142,20.711,21.48,22.062,22.356,22.848,23.444,24.045,24.551,25.061,25.783,26.407,26.933,27.462
NSD,NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,0.672,0.959,1.718,5.764,7.627,8.042,10.702,18.329,19.869,37.13,49.643,50.285,42.66,44.994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,0.582,1.171,1.767,2.37,3.048,3.736,4.433,5.139,5.782,6.507,7.094,7.762,8.362,8.894,NaN,10.05,10.597,11.151,11.71,12.274,12.763,13.338,13.836,14.338,14.845,15.356,15.872,16.392,16.917,17.447,17.982,18.431,18.975,19.523,19.985,20.543,21.012,21.579,22.057,22.634,23.12,23.707,24.201,24.699,25.201,25.809,26.32
NTS,NUROL PORTFÖY TAŞINMAZ SEKTÖRÜ SERBEST FON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,0.081,-0.372,-0.181,2.749,3.663,4.59,7.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OPF,OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OIL,OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU,2.309,3.215,3.991,5.426,6.953,8.472,11.925,15.908,18.83,30.065,40.368,43.552,41.896,46.689,NaN,45.151,43.459,46.205,46.981,48.161,49.359,48.558,47.765,51.195,50.68,58.327,45.916,41.534,34.896,46.786,36.224,31.924,35.391,38.611,42.903,43.925,50.783,64.684,68.441,74.135,85.666,84.276,96.365,100.816,118.442,112.368,105.664
OPD,OSMANLI PORTFÖY ANKA SERBEST FON,0.531,1.15,1.861,2.582,3.011,3.88,4.453,5.122,5.708,7.087,8.838,9.613,10.103,10.647,NaN,11.751,12.261,12.723,13.189,15.363,15.363,15.363,15.363,16.785,16.785,16.785,17.342,20.264,20.264,20.264,20.264,20.264,21.091,21.091,24.394,24.394,31.22,31.22,31.22,31.22,36.909,36.909,36.909,36.909,36.909,39.231,39.231
OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,0.899,1.296,1.579,5.131,7.173,7.944,10.542,18.333,19.824,36.74,46.002,47.139,43.483,44.875,NaN,44.988,45.305,46.324,47.088,48.419,49.609,50.712,52.195,52.716,52.631,52.226,51.369,51.924,52.102,52.319,52.74,53.675,54.239,54.968,55.842,57.022,60.69,62.227,64.154,64.615,66.386,67.808,68.12,68.101,69.292,69.668,70.52
OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.039,4.581,6.492,10.211,12.796,15.64,19.316,21.84,22.14,30.026,36.474,36.136,33.82,36.361,NaN,33.172,33.928,35.244,36.889,36.511,37.306,36.964,39.157,41.827,44.939,47.704,43.511,41.381,37.956,42.602,38.496,37.268,39.04,41.019,42.684,42.684,48.279,52.807,54.33,55.542,60.116,60.74,64.421,66.019,70.241,69.599,71.004
OLE,OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU,0.559,1.267,1.84,2.42,3.154,3.674,4.2,4.807,5.344,5.887,6.435,6.909,7.388,7.952,NaN,8.933,9.347,9.847,10.268,10.692,11.12,11.724,11.897,12.951,13.307,13.575,12.774,12.863,12.598,13.845,13.665,13.396,14.388,15.304,16.048,16.518,17.854,19.32,19.817,20.924,21.949,22.26,23.097,23.413,24.481,24.805,25.13
OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),3.719,8.566,14.536,22.61,29.262,39.297,46.637,48.014,46.407,58.181,74.96,72.241,68.037,73.936,NaN,55.77,55.123,59.24,63.418,59.61,54.592,50.103,56.086,62.747,73.13,85.19,68.883,60.826,49.674,61.921,48.619,40.751,43.91,47.38,52.394,54.282,67.994,85.901,92.296,98.422,119.169,120.239,136.614,144.121,166.83,164.456,172.955
ODP,OSMANLI PORTFÖY BİRİNCİ SERBEST FON,-1.133,-3.324,-2.423,0.287,3.921,5.865,9.979,12.702,18.372,34.059,43.033,47.051,51.301,53.07,NaN,51.191,51.301,54.539,53.857,58.877,60.337,60.829,60.46,61.824,58.636,59.361,56.385,61.325,66.72,67.654,73.632,73.92,73.344,69.692,68.193,63.466,66.059,68.328,68.735,78.061,72.915,79.742,84.007,79.742,85.803,83.202,75.524
OIR,OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU,0.897,1.811,3.145,4.585,5.993,7.294,8.552,9.61,10.147,12.832,14.639,15.058,14.891,16.077,NaN,16.162,16.42,17.288,17.903,18.08,18.346,18.703,19.152,20.521,20.984,22.3,19.787,19.333,18.168,21.357,19.423,17.991,19.514,21.17,22.873,23.839,26.833,31.715,33.164,36.041,39.169,39.292,42.058,43.221,47.378,46.828,46.419
OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,0.68,0.992,1.939,5.061,6.958,9.326,12.807,16.852,17.399,28.509,35.341,35.004,32.858,34.948,NaN,34.005,34.892,36.36,38.269,38.386,38.504,37.569,39.751,40.778,43.822,46.868,43.949,43.001,41.082,44.267,41.819,41.266,42.939,44.587,46.604,47.935,52.219,55.784,57.06,57.897,60.463,60.779,63.604,63.769,67.043,67.043,68.25
OPI,OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),3.052,8.431,12.947,19.92,25.25,34.0,39.792,42.972,39.411,52.811,69.179,66.603,59.804,69.882,NaN,52.166,51.658,55.763,61.213,56.579,52.945,47.143,53.693,58.79,68.389,79.222,64.413,59.493,49.53,62.624,48.786,40.966,45.899,50.837,55.093,56.579,65.233,83.984,89.414,95.082,110.674,111.729,126.855,132.581,155.035,148.671,148.57
OLA,OSMANLI PORTFÖY İKİNCİ SERBEST (DÖVİZ- AVRO) FON,0.927,0.85,0.036,2.337,6.854,7.491,10.362,16.805,20.396,37.501,47.493,48.383,41.719,41.842,NaN,42.358,40.763,43.759,45.438,48.399,51.236,53.256,53.996,54.304,53.4,51.5,48.233,49.205,49.825,49.422,54.21,52.424,53.24,53.113,53.911,54.631,60.94,63.076,65.595,75.874,72.831,80.001,79.78,78.75,79.397,80.305,76.354
OSL,OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.0,0.0,0.0,2.222,2.222,2.222,4.545,4.545,4.545,4.545,4.545,6.977,6.977,6.977,NaN,6.977,6.977,9.524,9.524,9.524,9.524,9.524,9.524,9.524,12.195,12.195,12.195,12.195,12.195,12.195,12.195,12.195,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.949,17.949,17.949,17.949,17.949,17.949,17.949
OSD,OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,0.704,1.524,2.222,2.903,3.565,4.263,4.829,5.401,6.008,6.564,7.095,7.632,8.144,8.631,NaN,9.866,10.337,10.812,11.29,11.806,12.195,12.686,13.181,13.714,14.184,14.557,15.034,15.516,15.966,16.386,16.914,17.411,17.949,18.382,18.892,19.628,20.224,20.675,21.129,21.854,22.395,22.784,23.254,24.005,24.726,25.008,25.495
OGD,OYAK PORTFÖY ALTIN KATILIM FONU,-0.881,-1.684,-2.294,1.448,3.31,4.302,7.211,12.894,13.586,25.929,29.819,28.969,26.13,25.03,NaN,32.493,30.194,33.221,35.979,36.156,40.714,48.19,47.981,50.024,50.095,46.673,43.927,42.948,42.689,44.92,48.82,50.813,52.713,54.283,53.681,52.935,56.894,56.427,57.758,66.772,65.459,68.646,65.72,60.898,64.94,67.481,67.928
OKT,OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,2.174,2.174,2.174,2.174,4.444,4.444,4.444,4.444,6.818,6.818,6.818,6.818,6.818,9.302,NaN,9.302,9.302,11.905,11.905,11.905,11.905,11.905,14.634,14.634,14.634,14.634,14.634,17.5,17.5,17.5,17.5,17.5,17.5,20.513,20.513,20.513,20.513,20.513,23.684,23.684,23.684,23.684,23.684,23.684,23.684,27.027,27.027
OKD,OYAK PORTFÖY BİRİNCİ DEĞİŞKEN FON,4.523,7.772,12.432,14.917,20.93,26.829,30.0,31.646,31.646,42.466,52.941,54.074,51.825,54.074,NaN,43.448,44.444,46.479,47.518,46.479,46.479,44.444,50.725,50.725,54.074,58.779,49.64,49.64,46.479,50.725,45.455,40.541,41.497,44.444,50.725,50.725,57.576,70.492,73.333,80.87,87.387,84.071,96.226,100.0,112.245,108.0,110.101
