Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks
KTR,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM SERBEST (TL) FON,0.674,1.357,2.019,2.69,3.338,3.995,4.597,5.205,5.821,6.411,7.007,7.644,8.289,8.906,9.566,10.199,10.839,11.486,12.141,12.804,13.437,14.077,14.686,15.302,15.885,16.435,NaN,17.51,18.076,18.646,19.181,19.721,20.224,20.773,21.285,21.801,22.321,22.802,23.331,23.82,24.313,24.855,25.31,25.815,26.324,26.836,27.354,27.875,28.401,28.882,29.416,29.905,30.398,30.895,31.346,31.85,32.307,32.818,33.333
KTM,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM (TL) FONU,0.424,1.613,-0.204,-1.513,-0.484,0.852,2.078,0.8,2.346,5.058,5.999,5.927,9.43,14.048,18.244,23.089,26.09,31.548,34.702,36.419,36.086,40.392,45.655,46.118,46.612,48.904,NaN,43.725,43.066,43.619,43.99,46.227,45.492,44.496,45.627,46.145,47.247,52.42,48.282,46.832,44.898,50.25,46.227,43.198,45.682,48.282,49.474,50.801,53.983,60.998,62.168,64.49,70.375,70.71,76.02,78.067,86.53,84.852,86.485
KCV,KUVEYT TÜRK PORTFÖY ÇOKLU VARLIK KATILIM FONU,1.294,2.112,1.294,1.232,1.232,2.686,3.461,1.922,3.137,6.684,6.962,5.86,9.6,13.536,17.011,23.516,26.852,31.731,36.093,40.034,41.237,50.826,59.457,59.302,57.925,58.534,NaN,58.229,57.321,59.612,64.236,64.4,63.908,65.226,64.236,65.726,64.729,67.413,60.39,59.457,58.841,64.729,61.335,64.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KTT,KUVEYT TÜRK PORTFÖY DÖRDÜNCÜ KATILIM SERBEST (DÖVİZ) FON,1.491,2.305,3.111,4.062,4.393,5.493,6.097,6.455,6.997,8.416,6.189,6.143,6.6,7.001,7.589,10.834,12.232,13.321,15.931,23.401,25.005,41.597,50.674,52.563,52.712,52.313,NaN,52.773,52.854,54.376,55.134,55.47,56.565,57.857,59.141,59.569,59.48,59.37,58.621,59.171,58.994,59.193,59.421,59.821,59.932,60.304,60.506,61.032,61.796,62.675,63.501,64.289,65.006,67.16,65.188,65.093,63.099,64.093,64.998
KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),-2.035,1.023,-4.039,-10.191,-8.883,-5.536,-1.728,-4.817,-1.106,7.441,6.587,7.38,14.103,23.487,28.738,41.66,50.763,61.95,69.252,68.643,70.947,81.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KTS,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM SERBEST FON,0.301,1.921,1.079,1.387,0.739,1.679,3.738,1.714,2.619,4.717,6.295,5.621,8.567,11.413,13.911,20.725,23.971,30.106,38.238,39.136,39.04,52.325,60.74,59.712,57.695,59.415,NaN,59.627,58.655,60.396,64.354,62.659,63.146,65.261,66.085,66.454,67.524,71.062,64.806,64.129,61.259,67.946,62.527,57.986,61.433,65.215,65.078,65.947,71.257,78.552,79.515,82.133,90.528,90.77,96.525,100.468,111.952,109.874,110.242
KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),-0.135,2.422,-4.011,-7.931,-6.432,-3.42,-0.718,-4.259,-1.604,4.108,5.617,4.668,10.763,17.865,24.481,34.759,41.169,54.185,61.476,65.102,64.371,76.875,96.367,96.745,96.603,104.229,NaN,84.346,81.598,84.304,89.35,83.146,77.143,73.749,77.49,77.683,81.396,95.053,79.244,74.157,67.887,81.679,69.14,60.082,63.482,69.21,72.355,74.083,82.573,99.243,103.313,109.848,126.694,127.834,143.249,151.572,181.802,176.269,178.153
KSV,KUVEYT TÜRK PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,0.684,1.324,2.027,2.684,3.35,3.967,4.593,5.226,5.808,6.337,6.931,7.472,8.079,8.693,9.314,10.006,10.706,11.545,12.331,13.061,13.734,14.482,15.102,15.729,16.363,16.932,NaN,18.159,18.746,19.339,19.862,20.466,20.999,21.615,22.158,22.628,23.181,23.659,24.14,24.625,25.033,25.443,25.938,26.354,26.857,27.279,27.704,28.217,28.735,29.169,29.695,30.136,30.58,31.027,31.478,31.931,32.388,32.847,33.31
KTV,KUVEYT TÜRK PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,0.572,1.15,1.696,2.247,2.845,3.369,3.898,4.391,4.93,5.476,5.984,6.54,7.102,7.626,8.244,8.915,9.502,10.188,10.789,11.35,11.917,12.394,12.826,13.31,13.799,14.292,NaN,15.24,15.695,16.153,16.615,17.029,17.498,17.918,18.394,18.767,19.25,19.683,20.064,20.502,20.944,21.333,21.725,22.119,22.573,23.03,23.433,23.839,24.305,24.716,25.13,25.547,25.967,26.389,26.875,27.303,27.735,28.169,28.669
KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.446,1.047,6.192,10.844,6.78,5.683,6.669,6.743,3.974,5.466,5.973,5.792,3.106,2.626,0.652,4.964,9.391,16.227,13.996,17.154,17.243,31.754,37.813,37.444,35.752,30.75,NaN,37.078,32.717,37.628,43.115,44.726,50.0,60.197,57.42,58.308,58.552,54.892,48.271,46.651,46.581,47.916,51.695,51.695,52.822,55.83,54.659,55.204,60.447,61.033,60.114,74.112,74.014,81.268,77.21,66.057,76.098,76.602,80.632
KTN,KUVEYT TÜRK PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,0.618,1.275,2.037,2.875,3.562,4.192,4.762,5.236,5.955,6.545,7.07,7.636,8.101,8.533,9.593,10.223,10.711,11.013,11.431,11.775,12.315,12.821,13.41,13.886,14.366,14.81,NaN,15.789,16.286,16.661,17.164,17.673,18.443,18.357,18.832,19.355,20.192,20.682,21.131,21.583,22.039,22.452,22.822,23.193,24.275,24.942,25.52,25.909,26.447,26.841,27.337,27.887,28.696,29.309,29.618,30.032,30.658,31.079,32.143
KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,0.619,1.183,1.753,2.33,2.913,3.503,4.1,4.636,5.178,5.725,6.279,6.767,7.332,7.902,8.478,9.134,9.723,10.394,10.997,11.607,12.146,12.769,13.319,13.796,14.356,14.841,NaN,15.823,16.321,16.739,17.244,17.668,18.182,18.613,19.048,19.485,19.926,20.37,20.818,21.178,21.632,22.089,22.457,22.827,23.293,23.668,24.046,24.521,24.904,25.386,25.774,26.165,26.656,27.052,27.451,27.852,28.256,28.764,29.173
KSR,KUVEYT TÜRK PORTFÖY SÜRDÜRÜLEBİLİRLİK KATILIM FONU,4.316,2.457,1.045,1.965,1.527,2.605,1.77,1.576,0.52,5.037,3.655,1.238,2.161,2.953,4.778,10.781,14.355,16.997,19.764,23.162,27.061,42.656,51.28,53.353,53.353,53.685,NaN,49.473,50.106,52.912,55.824,58.495,57.322,58.377,55.71,58.024,53.463,54.691,49.789,50.637,52.037,54.578,54.803,53.685,56.053,56.282,57.672,58.969,60.893,68.275,67.612,72.786,77.694,80.102,80.714,80.56,87.236,86.907,84.156
IDD,LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,-5.195,-6.41,-7.595,-8.75,-6.41,-2.667,-3.947,-5.195,-2.667,-1.351,0.0,2.817,2.817,12.308,15.873,14.062,19.672,21.667,28.07,25.862,25.862,30.357,37.736,37.736,40.385,40.385,NaN,32.727,30.357,35.185,35.185,32.727,30.357,28.07,30.357,32.727,37.736,37.736,30.357,25.862,25.862,28.07,21.667,21.667,19.672,21.667,23.729,23.729,28.07,28.07,30.357,35.185,37.736,37.736,40.385,40.385,43.137,43.137,43.137
MAC,MARMARA CAPITAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),-2.778,0.239,-7.08,-11.579,-7.285,-2.098,0.478,-3.448,2.439,6.061,14.441,14.441,17.318,25.373,32.075,43.345,48.936,61.538,68.675,68.675,64.706,75.732,95.349,96.262,87.5,101.923,NaN,75.732,73.554,75.732,81.818,76.471,71.429,62.162,73.554,80.258,86.667,93.548,75.732,66.008,50.0,66.008,46.341,41.892,42.373,48.41,57.303,59.091,67.331,85.841,95.349,106.897,115.385,119.895,137.288,141.379,169.231,154.545,144.186
MAD,MEKSA PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.839,1.691,-0.825,-4.183,-2.828,0.628,1.907,-2.632,1.907,3.888,5.022,4.113,6.889,10.069,15.904,21.465,23.018,30.352,35.112,38.617,35.493,45.317,58.224,57.19,48.916,59.801,NaN,44.88,43.582,44.012,44.444,41.888,40.643,34.358,42.308,41.471,41.471,41.056,35.876,32.507,24.935,35.876,23.333,17.032,19.652,24.935,30.352,33.241,38.617,53.674,56.169,61.409,69.366,67.596,83.588,87.891,110.044,101.255,103.814
MBL,MEKSA PORTFÖY İKİNCİ DEĞİŞKEN FON,1.111,1.111,2.247,2.247,3.409,3.409,3.409,4.598,4.598,5.814,5.814,5.814,5.814,5.814,7.059,7.059,7.059,7.059,7.059,8.333,8.333,8.333,8.333,8.333,8.333,8.333,NaN,9.639,9.639,9.639,9.639,9.639,9.639,9.639,9.639,9.639,10.976,10.976,10.976,10.976,10.976,10.976,10.976,10.976,10.976,10.976,10.976,12.346,12.346,12.346,12.346,12.346,12.346,12.346,12.346,13.75,13.75,13.75,13.75
NBH,NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,0.382,1.46,-0.547,-2.113,-0.839,1.329,1.329,-2.757,1.547,5.444,7.85,5.869,8.246,12.47,18.091,22.499,26.094,31.79,36.275,36.669,33.729,38.026,41.497,41.922,38.837,40.488,NaN,39.246,37.704,37.945,37.704,36.986,35.883,39.164,40.99,42.866,46.679,46.679,44.085,42.607,43.039,43.039,42.435,37.865,36.59,41.328,48.43,57.324,60.639,66.408,68.185,72.23,77.937,82.33,84.321,91.491,95.937,99.578,103.007
NZH,NEO PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.707,1.369,2.04,2.719,3.466,4.223,4.932,5.651,6.379,7.118,7.867,8.627,9.462,10.179,10.971,11.775,12.591,13.211,13.908,14.542,15.184,15.832,16.415,16.93,17.524,18.048,NaN,19.112,19.651,20.117,20.665,21.218,21.776,22.34,22.827,23.4,23.979,24.312,24.899,25.407,26.09,26.607,27.042,27.655,28.186,28.72,29.26,29.804,30.352,30.905,31.463,32.026,32.593,33.165,33.743,34.325,34.913,35.505,36.103
NRC,NEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,-1.064,1.821,-2.702,-3.656,-2.12,1.625,7.001,6.702,10.313,11.601,17.013,19.079,24.376,28.082,37.863,41.203,48.201,46.247,48.425,49.782,53.527,53.698,68.207,69.701,84.101,101.819,NaN,87.77,91.002,90.844,90.105,92.23,92.499,88.026,91.321,94.074,101.288,130.728,109.695,114.001,107.544,112.546,107.106,106.299,108.487,108.487,112.678,115.95,123.675,141.673,144.508,151.573,154.552,149.474,174.571,183.629,227.524,217.691,207.878
NHP,NEO PORTFÖY BİRİNCİ FON SEPETİ FONU,1.155,2.098,0.367,-0.137,0.829,3.205,4.535,3.302,5.036,6.777,6.105,5.644,7.353,8.685,10.886,13.885,16.18,18.314,21.667,27.104,27.252,39.936,47.674,49.284,42.3,48.173,NaN,45.903,47.674,50.619,51.978,53.147,54.552,55.319,56.094,57.895,57.667,61.385,57.554,54.88,50.619,56.317,51.139,48.676,49.386,51.452,53.361,53.9,56.205,60.911,62.584,65.283,67.945,69.505,73.123,74.224,77.616,77.904,78.63
NHY,NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),-1.031,2.879,-2.156,-3.698,-1.264,3.481,7.111,1.911,7.043,9.307,15.549,18.819,25.57,30.7,41.61,46.553,54.579,52.474,56.451,57.183,64.094,59.724,73.502,75.956,89.239,108.634,NaN,91.287,94.612,92.935,91.833,92.935,93.491,87.654,92.714,96.433,102.838,132.779,110.464,111.391,100.179,109.153,100.657,98.288,100.06,101.258,106.074,110.2,116.57,134.403,137.721,144.291,148.447,143.582,166.799,176.007,216.588,207.038,197.257
NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,0.734,1.48,2.173,2.939,3.652,4.375,5.109,5.784,6.468,7.092,7.723,8.289,9.007,9.66,10.396,11.141,11.973,12.817,13.753,14.624,15.509,16.407,17.236,18.077,18.759,19.362,NaN,20.674,21.297,21.836,22.47,23.111,23.759,24.32,24.886,25.553,26.13,26.713,27.301,27.894,28.493,29.098,29.606,30.222,30.843,31.365,31.891,32.528,33.064,33.604,34.258,34.808,35.362,35.921,36.484,37.052,37.741,38.203,38.786
NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.88,1.527,2.45,3.223,3.977,5.092,5.842,6.397,6.998,8.192,5.667,5.991,6.294,6.46,6.735,9.905,10.479,11.495,14.137,22.051,23.241,38.655,44.974,46.51,48.119,48.937,NaN,50.623,51.117,52.071,52.841,53.885,54.294,55.037,55.858,56.004,56.303,56.718,56.802,57.085,56.879,57.608,58.194,58.883,59.465,60.032,61.102,61.871,64.119,65.017,66.234,66.155,66.032,66.85,67.192,67.433,68.198,70.224,71.397
NSK,NEO PORTFÖY BİRİNCİ SERBEST FON,1.075,4.232,3.918,4.442,5.669,5.4,7.481,7.873,9.009,10.347,8.042,9.761,10.464,10.642,10.879,11.296,11.717,13.06,12.446,16.695,20.571,23.008,20.361,20.151,23.966,21.065,NaN,24.264,23.67,24.115,24.564,25.015,25.622,26.082,26.39,27.01,27.559,27.953,28.509,28.829,30.208,30.044,30.784,35.14,32.458,33.055,33.055,34.351,35.672,36.029,36.298,37.202,38.673,39.609,40.081,41.518,41.907,43.88,45.602
NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,0.703,1.487,2.211,2.945,3.69,4.37,5.136,5.835,6.464,7.1,7.744,8.314,8.973,9.724,10.401,11.171,12.041,12.924,13.82,14.732,15.658,16.504,17.363,18.137,18.823,19.516,NaN,20.725,21.338,21.957,22.583,23.216,23.855,24.392,25.044,25.592,26.256,26.814,27.378,28.061,28.636,29.216,29.801,30.391,30.868,31.468,32.074,32.685,33.178,33.8,34.428,34.934,35.572,36.087,36.737,37.261,37.921,38.454,39.126
NVZ,NEO PORTFÖY ORSA SERBEST (DÖVİZ) FON,1.632,2.004,3.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZT,NEO PORTFÖY PARA PİYASASI SERBEST FON,0.719,1.448,2.245,2.996,3.759,4.532,5.257,5.93,6.674,7.366,8.066,8.841,9.495,10.291,11.098,11.848,12.748,13.45,14.232,15.098,15.977,16.795,17.246,17.853,18.62,18.93,NaN,20.185,20.662,21.224,21.791,22.282,22.776,23.358,23.861,24.369,24.88,25.396,26.003,26.44,27.146,27.68,28.039,28.763,29.128,29.68,29.312,29.957,30.422,30.891,31.457,31.079,31.552,32.125,32.606,32.317,32.896,33.48,34.465
NVT,NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,0.71,1.43,2.16,2.901,3.728,4.415,5.189,5.896,6.612,7.256,7.909,8.569,9.322,10.171,10.946,11.732,12.619,13.429,14.343,15.272,16.121,16.886,17.564,18.25,18.844,19.545,NaN,20.869,21.49,22.117,22.751,23.391,23.93,24.583,25.243,25.909,26.471,27.151,27.838,28.416,29.117,29.589,30.183,30.783,31.267,31.877,32.369,32.99,33.616,34.121,34.758,35.401,35.92,36.442,36.969,37.5,38.035,38.439,38.981
NJF,NUROL PORTFÖY ALTIN FONU,0.307,-0.153,5.556,10.817,9.554,7.218,7.962,7.642,6.937,7.819,7.253,7.253,6.45,5.624,5.148,10.443,12.651,13.276,17.091,21.849,21.804,32.361,34.265,35.041,31.35,31.245,NaN,39.182,38.24,41.044,43.965,44.474,49.088,56.438,56.364,58.027,57.798,54.882,52.425,51.507,51.437,54.662,55.176,57.722,61.303,63.074,62.668,62.749,66.48,66.057,67.418,75.04,75.51,77.705,76.173,71.729,75.04,77.223,77.705
NJR,NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.659,1.388,2.066,2.752,3.448,4.154,4.869,5.528,6.195,6.938,7.554,8.247,8.949,9.661,10.309,11.038,11.776,12.45,13.131,13.821,14.441,15.147,15.782,16.424,17.073,17.647,NaN,18.896,19.488,20.086,20.69,21.3,21.916,22.449,23.077,23.711,24.26,24.814,25.467,26.032,26.601,27.273,27.854,28.44,29.231,29.83,30.435,31.045,31.765,32.388,33.017,33.652,34.293,34.94,35.593,36.253,36.919,37.592,38.272
NJY,NUROL PORTFÖY BİRİNCİ KATILIM FONU,0.502,0.882,0.755,1.565,2.17,2.915,3.536,3.358,3.805,5.215,6.475,6.522,7.765,9.285,10.696,13.201,14.606,17.523,19.631,20.957,20.653,23.827,26.769,28.464,26.97,29.155,NaN,27.374,27.577,28.671,29.995,29.155,29.155,29.225,29.854,30.489,31.131,35.65,32.872,31.49,30.987,34.661,32.872,32.506,34.059,35.957,36.653,37.436,38.706,42.071,42.917,45.251,49.782,49.875,52.638,53.027,58.169,58.065,58.901
NJG,NUROL PORTFÖY BİRİNCİ SERBEST FON,0.793,1.536,2.353,2.927,3.701,4.29,4.952,5.556,6.234,6.921,7.547,8.251,8.822,9.47,10.2,10.865,11.538,12.22,12.833,13.608,14.394,15.272,16.0,16.655,17.317,17.903,NaN,19.092,19.696,20.306,20.922,21.544,22.083,22.626,23.266,23.82,24.379,25.038,25.608,26.183,26.764,27.448,28.04,28.839,29.444,30.055,30.672,31.504,32.134,32.452,32.985,33.63,34.281,34.829,35.381,36.161,36.838,37.406,37.98
NSD,NUROL PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,1.548,2.134,2.965,3.989,4.481,5.441,6.128,6.299,6.924,8.182,6.131,6.737,7.454,7.76,8.57,12.889,14.878,15.32,18.16,26.3,27.945,46.368,59.724,60.409,52.271,54.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,0.718,1.447,2.124,2.873,3.633,4.34,5.056,5.716,6.384,6.993,7.609,8.232,8.862,9.499,10.144,10.797,11.531,12.275,13.029,13.793,14.49,15.274,15.909,16.632,17.282,17.857,NaN,19.108,19.701,20.3,20.905,21.516,22.045,22.668,23.206,23.75,24.298,24.852,25.41,25.973,26.541,27.115,27.693,28.18,28.768,29.362,29.861,30.465,30.973,31.587,32.104,32.729,33.254,33.89,34.425,34.964,35.507,36.165,36.718
NTS,NUROL PORTFÖY TAŞINMAZ SEKTÖRÜ SERBEST FON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,0.84,1.417,2.303,3.052,3.801,4.96,5.636,6.174,6.801,7.98,5.429,5.691,5.777,5.297,5.499,8.596,9.562,10.541,13.138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OPF,OSMANLI PORTFÖY AGRESİF DEĞİŞKEN FON,3.789,2.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OIL,OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU,-0.859,0.55,-4.403,-7.857,-6.958,-5.229,-4.9,-5.677,-4.319,0.229,1.293,-0.993,1.293,2.19,2.958,4.379,5.891,7.395,10.814,14.757,17.65,28.773,38.973,42.126,40.487,45.232,NaN,43.709,42.034,44.752,45.521,46.689,47.876,47.082,46.298,49.693,49.184,56.755,44.466,40.128,33.557,45.328,34.871,30.613,34.046,37.234,41.484,42.495,49.285,63.048,66.768,72.406,83.822,82.446,94.415,98.821,116.272,110.259,103.621
OPD,OSMANLI PORTFÖY ANKA SERBEST FON,0.943,1.75,2.53,3.083,3.803,4.37,5.067,5.773,6.531,7.43,7.906,8.607,9.184,9.856,10.629,11.412,11.878,12.822,13.444,14.17,14.807,16.304,18.206,19.048,19.58,20.171,NaN,21.37,21.923,22.426,22.932,25.293,25.293,25.293,25.293,26.837,26.837,26.837,27.442,30.615,30.615,30.615,30.615,30.615,31.514,31.514,35.101,35.101,42.515,42.515,42.515,42.515,48.694,48.694,48.694,48.694,48.694,51.215,51.215
OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,1.107,1.819,2.768,3.725,4.243,5.349,6.267,6.593,7.197,8.914,6.54,7.068,8.031,8.456,8.758,12.562,14.748,15.573,18.355,26.697,28.293,46.404,56.321,57.539,53.624,55.115,NaN,55.236,55.576,56.666,57.484,58.909,60.183,61.364,62.952,63.51,63.418,62.985,62.068,62.662,62.852,63.085,63.535,64.537,65.141,65.921,66.856,68.12,72.048,73.693,75.756,76.25,78.146,79.668,80.002,79.982,81.258,81.66,82.573
OPB,OSMANLI PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.04,3.3,1.325,0.168,1.633,3.942,4.735,3.38,5.811,8.58,8.295,8.054,10.257,13.004,15.069,19.088,21.881,24.953,28.926,31.653,31.977,40.499,47.466,47.101,44.598,47.344,NaN,43.898,44.715,46.137,47.914,47.506,48.365,47.996,50.365,53.249,56.612,59.6,55.07,52.768,49.067,54.088,49.651,48.324,50.239,52.377,54.176,54.176,60.221,65.114,66.76,68.069,73.012,73.686,77.663,79.39,83.952,83.259,84.777
OLE,OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU,0.786,1.45,2.123,2.874,3.427,3.567,4.127,4.694,5.339,5.992,6.358,6.949,7.547,8.304,8.917,9.537,10.323,10.879,11.441,12.09,12.665,13.245,13.831,14.339,14.851,15.454,NaN,16.503,16.945,17.481,17.931,18.385,18.842,19.488,19.673,20.801,21.181,21.468,20.611,20.706,20.423,21.756,21.564,21.277,22.337,23.317,24.113,24.615,26.044,27.612,28.143,29.328,30.424,30.756,31.651,31.99,33.131,33.478,33.826
OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),1.636,4.674,-3.405,-7.549,-3.314,0.624,0.709,-3.748,2.331,8.578,10.322,9.74,13.821,19.14,25.692,34.552,41.852,52.865,60.919,62.431,60.667,73.588,92.001,89.018,84.404,90.878,NaN,70.942,70.232,74.75,79.335,75.156,69.649,64.723,71.289,78.599,89.993,103.228,85.332,76.491,64.252,77.692,63.095,54.46,57.927,61.735,67.238,69.309,84.357,104.008,111.026,117.749,140.516,141.691,159.66,167.898,192.819,190.214,199.541
ODP,OSMANLI PORTFÖY BİRİNCİ SERBEST FON,4.97,2.574,0.956,3.327,2.524,3.835,1.198,0.715,-0.142,3.886,3.327,0.86,-0.283,-2.493,-1.584,1.149,4.814,6.775,10.924,13.671,19.389,35.211,44.262,48.315,52.601,54.386,NaN,52.491,52.601,55.867,55.18,60.243,61.715,62.212,61.839,63.215,60.0,60.731,57.73,62.712,68.153,69.095,75.124,75.415,74.834,71.151,69.639,64.871,67.486,69.775,70.185,79.592,74.401,81.288,85.589,81.288,87.4,84.777,77.033
OIR,OSMANLI PORTFÖY DENGELİ FON SEPETİ FONU,1.042,1.853,1.104,1.042,1.727,2.042,2.232,2.105,2.998,4.566,4.965,4.765,5.705,6.662,8.06,9.568,11.044,12.406,13.724,14.833,15.395,18.208,20.102,20.541,20.365,21.608,NaN,21.697,21.967,22.876,23.521,23.706,23.985,24.359,24.83,26.263,26.749,28.127,25.495,25.019,23.799,27.14,25.114,23.613,25.209,26.944,28.728,29.74,32.877,37.992,39.509,42.524,45.8,45.929,48.827,50.045,54.401,53.825,53.395
OPL,OSMANLI PORTFÖY İKİNCİ DEĞİŞKEN FON,1.379,2.309,1.857,3.164,4.191,4.065,4.191,2.704,3.442,6.24,6.7,6.045,6.766,7.096,8.101,11.412,13.423,15.934,19.626,23.915,24.496,36.278,43.522,43.165,40.889,43.106,NaN,42.105,43.046,44.603,46.627,46.752,46.876,45.884,48.199,49.287,52.515,55.746,52.65,51.645,49.61,52.988,50.392,49.805,51.579,53.327,55.466,56.877,61.42,65.201,66.554,67.442,70.162,70.498,73.494,73.668,77.14,77.14,78.42
OPI,OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),0.206,3.102,-4.047,-9.516,-6.508,-2.842,-2.374,-6.706,-1.894,3.761,7.367,7.367,10.644,16.419,21.268,28.755,34.478,43.872,50.091,53.505,49.682,64.069,81.643,78.877,71.578,82.398,NaN,63.377,62.831,67.239,73.09,68.114,64.213,57.983,65.016,70.488,80.794,92.426,76.526,71.243,60.547,74.605,59.748,51.351,56.648,61.949,66.519,68.114,77.406,97.538,103.369,109.454,126.195,127.328,143.568,149.715,173.824,166.991,166.883
