Full Fund Name,Fund,6 Weeks
İŞ PORTFÖY İŞ'TE KADIN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),IHK,12.36
ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),GIH,12.33
ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),KST,12.18
INVEO ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),GAF,12.00
KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),KPC,11.91
HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),HKR,11.90
İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,IJZ,11.90
KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),KPU,11.89
YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),YHZ,11.88
ALLBATROSS PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),AEV,11.83
A1 PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),BST,11.66
GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),GBH,11.59
ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),IHA,11.58
YAPI KREDİ ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),YHS,11.55
GARANTİ ASSET MANAGEMENT FOREIGN  TEKNOLOGY ETF FUND BASKET FUNDS,GUH,11.52
ÜNLÜ ASSET MANAGEMENT SECOND VARIABLE FUND,SUB,11.51
İŞ ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),TI2,11.51
İŞ ASSET MANAGEMENT BIST TECHNOLOGY CAPPED INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),TTE,11.43
YAPI KREDİ PORTFÖY FİNTECH VE BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,YZC,11.41
TEB ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),TYH,11.38
ÜNLÜ ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),UPH,11.38
QNB FİNANS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),BID,11.27
HSBC PORTFOLIO TECHNOLOGY VARIABLE FUND,HOA,11.14
ZİRAAT PORTFÖY BIST 100-30 ŞİRKETLERİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),ZLH,11.13
QNB FİNANS PORTFÖY TEKNOLOJİ FON SEPETİ FONU,OJT,11.07
NEO PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),NHY,11.03
HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),HGM,10.90
OSMANLI PORTFÖY İKİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),OPI,10.87
PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),PPB,10.84
TEB PORTFÖY METAVERSE VE DİJİTAL TEKNOLOJİLER DEĞİŞKEN FON,MTX,10.77
QNB FINANS ASSET MANAGEMENT FIRST EQUITY FUND  (EQUITY-INTENSIVE FUND),FYD,10.70
DENİZ ASSET MANAGEMENT BIST DIVIDEND 25 INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),DPT,10.69
AK ASSET MANAGEMENT NEW TECHNOLOGIES FOREIGN EQUITY FUND,AFT,10.64
ATA ASSET MANAGEMENT SECOND EQUITY (TL) FUND (EQUITY-INTENSIVE FUND),AAV,10.58
İŞ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,IJC,10.54
ZİRAAT ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),TZD,10.53
GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),GTM,10.49
AK ASSET MANAGEMENT BIST DIVIDEND 25 INDEX EQUITY (TL) FUND (EQUITY-INTENSIVE FUND),ALC,10.46
QİNVEST ASSET MANAGEMENT VARIABLE FUND,EIB,10.46
TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,KIB,10.44
QİNVEST ASSET MANAGEMENT SECOND VARIABLE FUND,EIC,10.40
ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),ZJL,10.39
HEDEF PORTFÖY BAŞAK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),HKM,10.34
AURA PORTFÖY BODRUM SERBEST FON,BDC,10.28
AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON,ZFB,10.28
STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,SVB,10.25
GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,MET,10.22
YAPI KREDİ PORTFÖY KARAKÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YUB,10.20
INVEO ASSET MANAGEMENT SECOND EQUITY FUND (EQUITY-INTENSIVE FUND),GMR,10.13
HEDEF PORTFÖY EKİNOKS SERBEST (TL) FON,HMC,10.11
BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,BVV,10.03
İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),BIO,10.00
AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),ASJ,9.90
YAPI KREDİ ASSET MANAGEMENT FOREIGN TECHNOLOGY SECTOR EQUITY Fund,YAY,9.73
FİBA PORTFÖY FON SEPETİ SERBEST FON,FSH,9.71
DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),DLD,9.67
GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),GOH,9.66
OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),OPH,9.57
İŞ PORTFÖY TEKNOLOJİ KARMA FON,ITP,9.57
KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM SERBEST FON,KTS,9.57
MEKSA ASSET MANAGEMENT FIRST VARIABLE FUND,MAD,9.46
FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),FSG,9.45
AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,MTV,9.43
TEB ASSET MANAGEMENT AMERICA TECHNOLOGY FOREIGN BYF FUND BASKET FUND,TFF,9.41
ICBC TURKEY ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),ICF,9.38
BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,BTE,9.35
KARE PORTFÖY SERBEST (DÖVİZ) FON,KRS,9.33
RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),RTH,9.24
DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,DVT,9.20
TACİRLER ASSET MANAGEMENT VARIABLE FUND,TCD,9.07
AK ASSET MANAGEMENT OIL FOREIGN ETF FUND BASKET FUND,AES,9.03
MARMARA CAPITAL ASSET MANAGEMENT EQUITY (TL) FUND (EQUITY-INTENSIVE FUND),MAC,9.03
OSMANLI PORTFÖY BİRİNCİ SERBEST FON,ODP,9.00
AK ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),AK3,9.00
A1 PORTFÖY BİRİNCİ DEĞİŞKEN FON,BHF,8.85
HSBC ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),HVS,8.83
ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),ZJV,8.80
ISTANBUL ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),ACK,8.73
HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON),HMG,8.71
TERA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,TMV,8.64
