Fund Code,Fund Name,1 Week Return,2 Week Return,3 Week Return,4 Week Return,5 Week Return,6 Week Return,7 Week Return,8 Week Return,9 Week Return,10 Week Return,11 Week Return,12 Week Return,13 Week Return,14 Week Return,15 Week Return,16 Week Return,17 Week Return,18 Week Return,19 Week Return,20 Week Return,21 Week Return,22 Week Return,23 Week Return,24 Week Return,25 Week Return,26 Week Return
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,2.4884,7.1583,-2.3438,-2.4359,-9.3964,-5.761,-4.4026,4.3037,5.9402,9.3662,7.0355,19.0976,10.8317,17.3453,16.3456,9.659,16.2183,4.6714,3.0545,-1.9642,1.0902,-4.7541,-1.8923,-4.3698,-10.7717,-13.7908
AFO,AK PORTFÖY ALTIN FONU,0.7771,0.0867,1.6028,2.0141,1.2683,4.3584,4.9229,5.6019,4.7537,8.0861,9.4799,11.4576,11.1714,10.6667,10.7461,17.7805,22.9854,21.1541,19.074,20.093,20.031,18.8748,20.0323,18.9065,19.2769,18.3673
PAL,AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON,0.2699,0.7101,1.1162,2.043,3.3344,4.8221,5.4608,5.9116,6.1461,6.4128,7.0393,7.7621,8.3605,9.3067,9.9911,10.9758,11.7755,12.5966,13.8058,14.6329,15.2663,15.9119,17.2033,14.4584,14.7612,15.071
AFA,AK PORTFÖY AMERİKA YABANCI HİSSE SENEDİ FONU,-0.265,2.0962,2.4934,5.7462,4.7664,6.2559,8.2516,11.6901,12.3155,12.4439,14.0991,18.8254,20.0245,26.7772,23.3962,21.2722,25.6841,23.6787,24.8182,21.2075,22.1282,20.7824,26.4517,24.7411,21.3456,19.424
AFV,AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU,0.5259,3.0587,2.1223,3.6361,3.1102,5.1603,5.9795,9.059,9.337,10.1949,12.2181,16.5284,17.5406,21.3929,20.5876,18.2602,21.6892,19.5907,20.453,18.4395,21.3988,19.4136,22.7293,20.5871,16.1546,18.1374
ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.2432,0.711,-3.028,10.0324,11.0087,5.9586,3.3832,12.4568,12.8479,20.3424,25.801,27.5003,24.1037,20.3106,24.4607,15.7321,11.3243,11.9618,19.3927,27.7038,16.2868,27.2602,29.6847,37.6678,32.9805,44.7482
APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,2.8532,7.1392,7.3757,14.3008,16.4784,15.761,11.7106,13.363,12.2968,11.6353,14.0951,14.6625,16.2444,16.206,17.854,11.5892,6.194,9.3531,12.8107,14.3273,9.9589,13.9985,17.8947,20.5806,19.5506,26.0983
AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.8278,6.8645,6.2578,11.9277,14.5066,12.0041,6.5173,8.5468,6.7364,8.7418,10.8107,13.2416,14.1344,14.7736,17.3571,8.6901,4.5538,5.0854,9.7883,10.6823,5.2473,8.4228,11.9803,14.3518,10.4493,15.0453
ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,0.8822,2.1975,2.5075,4.892,5.4369,6.6778,6.3442,8.1374,8.5971,10.4397,11.648,13.3713,13.6995,15.056,16.0168,15.6372,16.9928,16.8042,17.559,18.2076,17.9956,18.4612,20.1273,19.4353,18.8509,19.5622
PUC,AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON,0.4435,1.2282,2.017,2.8154,3.4908,4.3797,5.1294,5.8833,6.6459,7.4124,8.117,8.9356,9.6744,10.4064,11.128,11.8357,12.5457,13.2135,13.6706,14.2168,14.7963,15.376,15.9516,16.514,16.9874,17.386
ALC,AK PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.9643,8.5609,9.5369,14.6423,16.7291,16.42,12.8535,14.5368,14.6082,14.6919,16.155,17.2094,20.3444,20.3157,21.4802,13.3239,8.9439,13.5896,15.9843,14.7781,10.2505,13.8453,17.451,21.608,17.05,20.9182
BUY,AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.1308,8.6417,10.7557,13.006,14.8515,17.8811,11.2419,7.9587,5.7903,1.7256,1.5594,-0.8289,0.5762,-2.2793,-1.1132,-8.2375,-12.7629,-11.2049,-8.9231,-5.9404,-8.3442,-7.2855,1.3131,5.8552,4.071,8.2971
VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.6003,6.4526,6.8256,12.4953,13.9116,14.0792,6.9378,9.581,7.9878,nan,nan,nan,nan,nan,,,,,,,,,,,,
ADE,AK PORTFÖY DEĞİŞKEN FON,0.4317,1.1553,1.8395,2.5133,3.1213,3.9457,4.6487,5.3887,6.1069,6.8081,7.4929,9.1976,9.8799,10.5784,11.2799,11.9521,12.6163,13.2743,13.9001,14.5351,15.1331,15.7286,16.2961,16.8598,17.4224,17.9821
DTZ,AK PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER DEĞİŞKEN FON,0.7798,3.9321,4.1573,7.6822,5.4853,7.6136,7.0273,10.8561,11.9125,12.5855,14.0507,19.7357,19.8266,25.616,22.1289,16.4973,18.2203,16.7899,20.5279,18.8614,15.9765,15.2888,21.2495,21.069,15.9702,12.6309
VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,2.7374,5.7951,1.2897,1.6525,-1.7788,0.1754,-1.937,3.3247,4.1279,3.7186,3.7174,8.2733,5.4433,9.9793,8.2538,1.5886,1.0368,-1.165,0.1712,-4.2611,-2.9174,-5.0183,-0.2388,-1.3734,-6.6537,-9.5538
AKE,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU,-0.0082,0.5968,0.6167,1.802,1.3501,2.4917,3.1696,5.8783,6.8841,7.5315,8.3436,10.9064,11.0461,13.8004,15.0189,15.0383,16.8047,16.2966,17.2378,18.2183,18.2822,18.6806,20.2011,18.3562,17.6435,18.1859
ZFB,AK PORTFÖY FİNTEK VE BLOKZİNCİRİ TEKNOLOJİLERİ DEĞİŞKEN FON,1.7837,5.2915,4.5795,5.2987,4.194,7.5284,11.8736,15.8232,20.6122,27.0863,32.0535,39.2914,42.4123,53.6925,53.1862,49.4589,47.8947,46.4343,49.3751,45.8975,45.5827,43.6738,55.9639,54.7785,50.0263,44.0081
GUM,AK PORTFÖY GÜMÜŞ FON SEPETI FONU,0.6816,1.1364,-0.3337,0.7605,-0.4911,-2.9053,-0.6109,1.7398,-4.5203,0.6984,1.1036,7.7855,5.4279,7.4998,5.6011,10.3887,17.1015,8.8382,7.4916,10.113,10.7289,5.071,7.301,10.9639,10.5588,7.1582
AK3,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.0108,7.4965,7.6608,14.2132,17.4096,16.2,12.6765,14.6791,15.2766,16.9384,19.6528,21.3685,23.0728,22.5461,24.8989,15.7218,9.5965,13.0934,18.1679,20.0017,14.8167,20.6864,24.2415,28.6685,24.8814,32.8109
FUA,AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.834,10.6479,12.2109,14.3121,17.1025,18.9204,11.2741,10.5457,7.1465,4.8597,5.532,6.144,7.2304,5.2581,7.4351,-1.0221,-5.7908,-4.7973,-1.3883,-0.0987,-1.1862,3.8047,10.8608,15.8014,13.0294,12.6476
AGC,AK PORTFÖY İKİNCİ DEĞİŞKEN FON,0.3779,0.897,1.2471,2.2707,3.1492,4.2348,4.9449,5.6774,6.0694,6.6332,7.0959,8.0927,8.6015,9.6676,10.3362,11.1853,12.2381,12.8125,14.1659,14.7726,15.2446,15.7015,17.2118,14.2719,14.4705,14.6251
ARM,AK PORTFÖY İKİNCİ FON SEPETİ FONU,1.1011,2.7467,3.0364,6.1225,6.8097,7.742,6.8341,8.8973,9.4105,10.7423,12.1293,14.1137,14.3599,15.9354,17.2392,16.0792,17.1449,16.8544,17.9105,18.6167,17.9158,18.5494,20.7498,20.1204,19.1672,20.1716
AIS,AK PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,0.2661,0.9904,1.7514,2.5373,3.3057,4.4622,5.2598,6.0526,6.8229,7.581,8.3441,9.0819,9.839,10.6067,11.3726,12.1301,12.882,13.5722,14.0765,14.3006,14.8814,15.4075,15.9724,16.4572,17.0463,17.6275
MTV,AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,0.139,4.4549,5.5004,9.157,9.0445,10.5153,9.8022,11.8847,12.7941,12.8341,14.6938,17.7902,22.3742,29.231,27.9064,25.2384,28.8727,29.4517,32.0208,29.8837,28.103,28.7935,34.3807,34.561,30.7002,27.9271
ONK,AK PORTFÖY ONİKİNCİ SERBEST (DÖVİZ-AVRO) FON,-0.1876,-0.0892,-0.4484,0.8721,0.6919,2.3336,3.2715,5.4779,4.5998,4.7059,5.8628,8.3868,9.3581,11.1639,11.5669,13.0546,13.7291,13.9825,14.7836,15.5779,15.5755,14.6927,16.5417,12.9395,11.9314,12.678
APT,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU,0.2672,0.7884,0.8206,2.163,0.8743,0.9199,1.3165,3.1177,2.5583,4.6827,4.7087,3.7188,3.6195,2.4364,2.3478,2.2154,3.0056,3.2934,3.9506,3.5997,2.265,1.8473,1.8077,1.3205,0.4692,0.3216
AYR,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,0.4543,1.2201,1.9976,2.7677,3.4574,4.2698,5.0499,5.8348,6.6176,7.3862,8.1778,9.0566,9.7621,10.5868,11.3504,12.0705,12.761,13.4443,14.1092,14.7362,15.4055,16.0744,16.7344,17.5176,18.1913,18.8814
AES,AK PORTFÖY PETROL YABANCI BYF FON SEPETİ FONU,-0.1315,4.1195,3.2769,5.426,7.414,6.0582,9.3209,11.8528,5.0243,4.6201,8.1005,5.9421,0.0374,-0.8955,-4.6748,0.5334,7.2564,-2.7188,-1.9815,-0.9513,2.5795,5.8987,12.6531,9.7779,6.582,8.35
AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,-0.1937,1.0524,-1.2523,-1.4435,1.6105,4.7492,6.2561,9.9936,11.8651,12.6722,15.1068,20.7487,19.4281,25.1264,22.7359,20.5699,20.8527,18.2659,19.0223,15.5789,17.4268,16.3089,19.5987,16.6001,14.8274,16.2614
TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,2.4012,5.6373,4.0883,4.1852,3.6394,5.0672,4.7477,7.7837,8.248,7.3615,8.3015,11.7585,9.4729,11.7075,10.194,7.0389,5.5103,3.752,4.7439,2.2744,1.4544,0.1893,5.8404,6.0523,1.6435,2.0191
ICZ,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.8086,12.9028,19.012,20.2336,30.7491,27.0867,19.3968,17.2093,12.7296,12.3903,21.8397,29.3042,32.9553,39.6981,42.3548,31.8617,22.0916,31.9656,42.657,51.6862,46.0599,50.5989,63.5715,65.7119,71.572,70.5461
TGR,AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,0.5375,4.9104,4.302,7.6432,5.5761,6.8164,5.2568,8.6366,14.2524,12.9906,13.4926,21.1746,21.1828,25.6255,25.7293,18.6345,15.6861,14.6285,17.0588,15.3147,14.3228,12.7881,16.9843,14.0359,9.1833,10.6014
AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,0.4048,0.7292,-0.0283,2.3714,-0.6607,-1.349,-0.4006,2.154,2.8303,11.132,11.3767,10.3235,10.5721,9.1277,8.6692,8.5657,9.5008,8.7929,7.3965,7.6973,2.4298,0.0582,-0.635,-0.9492,-2.5725,-3.3851
ODV,AK PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,1.4317,3.635,3.7671,7.6867,8.3242,9.3639,7.7667,10.0515,9.9779,10.997,12.7101,15.0457,15.1069,16.5951,18.0694,15.9526,16.7186,16.437,17.7811,18.6142,17.5176,18.1756,20.989,20.5009,18.9524,20.0648
BGP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,0.4709,1.2919,2.1059,2.926,3.6549,4.7102,5.5251,6.3246,7.1344,7.9371,8.7046,9.4657,10.209,10.9565,11.6987,12.4767,13.2565,14.0275,14.747,15.4626,16.1685,16.8625,17.5351,18.1797,18.8088,19.4282
AFT,AK PORTFÖY YENİ TEKNOLOJİLER YABANCI HİSSE SENEDİ FONU,-1.1503,2.3316,3.0247,6.7334,3.7904,6.1843,8.1618,11.3305,11.1996,11.0163,13.0373,17.9223,19.346,26.6363,24.7621,22.1368,25.3443,24.5332,26.0856,21.2106,22.3277,20.486,28.0884,28.6979,23.4785,20.3593
ONN,AKTİF PORTFÖY AKTİF ONİKS SERBEST (TL) FON,0.5312,1.2812,2.1236,3.0154,3.75,4.6418,5.4635,6.2504,7.0382,7.8103,8.597,9.3512,10.1227,10.9991,11.8003,12.6,13.4004,14.1163,14.8859,15.5997,16.2926,16.9845,17.6852,18.372,19.0411,19.7602
MJL,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ-AVRO) FON,-0.1501,-0.0553,-0.4117,0.9113,0.7394,2.3632,3.2919,5.4878,4.5822,4.6822,5.822,8.3318,9.2837,11.0655,11.4625,12.946,13.6113,13.8601,14.6368,15.2533,15.3417,14.4704,16.3307,12.7517,11.768,12.5279
MKG,AKTİF PORTFÖY ALTIN KATILIM FONU,0.5468,0.7793,1.6248,1.9555,0.6718,6.712,6.8278,7.6746,7.2833,10.341,11.8647,13.6121,12.8495,13.1519,13.9667,20.3796,25.9585,24.8527,23.0304,24.1357,23.8539,23.1986,23.6099,23.1767,23.6937,22.7103
MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.9843,7.1117,6.364,12.5265,15.2291,13.085,7.6189,9.3086,7.5003,9.4723,11.6105,13.8033,14.2725,17.1928,22.2217,12.9928,8.875,9.6564,14.7299,15.5183,10.8025,14.3305,18.2669,23.067,19.7544,25.0176
MJB,AKTİF PORTFÖY BİRİNCİ FON SEPETİ FONU,0.2941,2.1658,1.8844,4.4672,3.0975,5.3384,5.6078,8.7176,9.4234,10.2116,11.8386,15.853,16.3767,21.7156,20.2388,17.49,22.4283,18.9552,20.5563,18.3007,17.7761,17.0336,21.9647,21.4373,18.4442,18.4788
ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),3.8948,7.6096,7.4305,12.5145,14.6864,13.581,7.7046,nan,nan,nan,,,,,,,,,,,,,,,,
ESG,AKTİF PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON,1.9647,3.6398,3.8538,5.4364,6.0919,7.0726,6.5561,7.2791,7.536,8.343,9.4265,10.543,10.9614,12.3307,12.7363,10.6785,10.3499,12.1291,13.612,14.0881,13.1608,14.8403,17.0976,19.2468,18.3861,19.7701
MJG,AKTİF PORTFÖY GÜMÜŞ FON SEPETİ FONU,0.91,1.4055,-0.9286,0.8635,-0.0763,-2.1368,-0.0215,2.9019,-3.6443,1.0871,2.4365,8.7032,6.1852,8.8903,7.9827,12.9412,19.5676,12.9051,10.7156,12.8457,13.6099,8.9808,10.0797,14.2771,14.0648,10.6792
ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.1771,8.5625,7.7864,14.4756,17.4094,17.2248,13.6469,16.3735,15.7599,16.3661,19.6775,21.0304,24.0274,27.1227,32.8655,22.1246,14.9401,17.7849,21.8733,23.5927,18.8661,24.4472,29.889,44.1657,44.1876,51.9052
MPN,AKTİF PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON,0.1589,0.7776,0.9442,2.0853,1.7304,3.5115,4.3245,7.075,8.1534,8.96,9.7177,12.2103,12.393,15.1238,16.5116,16.5898,17.8779,17.7659,18.6595,19.7719,19.8029,20.2273,21.5666,18.802,18.7414,19.3917
EYT,AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU,0.9429,2.9189,3.324,5.6411,6.3172,7.8248,7.633,9.3867,9.5451,10.5556,11.6978,12.8144,17.0246,,,,,,,,,,,,,
BUL,AKTİF PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),2.3006,11.0286,11.5858,12.3959,11.1547,7.7972,5.6394,0.6462,-1.745,-2.0842,-4.3512,nan,,,,,,,,,,,,,,
MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.9635,10.3714,11.4587,15.2987,17.1445,17.0064,11.1155,10.2213,8.6258,8.306,9.4398,9.7283,12.0953,15.4121,20.0972,9.8054,4.0257,6.1167,10.5098,12.2406,9.3709,12.7028,17.8583,21.7424,19.1313,23.304
MPF,AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,0.3986,1.0957,1.7905,2.4971,3.1007,4.002,4.7284,5.4557,6.1518,6.8345,7.5138,8.1814,8.8435,9.4841,10.1004,10.7154,11.3248,11.967,12.5783,13.1348,13.7219,14.3136,14.8847,15.4261,15.9339,16.4458
MPK,AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,0.4124,1.1325,1.8834,2.5877,3.0854,4.8697,8.3617,8.9749,9.5506,9.8597,10.5278,10.8518,11.5073,12.2133,12.9156,13.7428,14.582,15.3279,15.9882,16.6457,17.3218,18.1576,18.9442,19.286,19.9282,20.5787
IDL,AKTİF PORTFÖY PARA PİYASASI (TL) FONU,0.4677,1.2849,2.0933,2.9012,3.6042,4.6744,5.4939,6.2926,7.09,7.8743,8.6435,9.3947,10.1259,11.2248,11.943,12.655,13.3579,14.0615,14.7914,15.4822,16.1672,16.8496,17.5224,18.1755,18.8063,19.4479
GPT,AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,1.4832,nan,nan,,,,,,,,,,,,,,,,,,,,,,,
MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,0.5632,1.8939,-0.3299,-0.8735,-2.5284,0.2351,1.6798,6.9751,5.2693,4.3684,5.1448,9.733,7.2358,12.0432,10.7698,8.3942,10.3573,7.6024,7.9174,5.8253,6.493,4.646,8.8178,6.9776,3.5978,3.3193
CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,1.6363,4.7933,7.8795,12.61,12.0257,14.2166,13.0886,17.7279,17.7478,nan,nan,nan,,,,,,,,,,,,,,
RBA,ALBARAKA PORTFÖY BEREKET VAKFI NA DESTEK ALTIN KATILIM FONU,0.8476,0.0331,1.5358,1.7259,0.3199,6.1735,8.1944,8.8582,8.8636,12.3966,13.6233,16.1781,15.0615,14.2843,11.9427,18.0307,25.9014,25.2896,23.6222,24.0001,23.6612,22.488,22.564,23.2053,23.3608,22.5001
RBK,ALBARAKA PORTFÖY KATILIM FONU,0.2968,0.9408,1.1909,2.2841,2.4372,3.3481,4.0617,6.3711,7.294,7.9556,8.5397,9.6222,9.896,11.4497,12.2989,13.1284,14.274,13.982,14.9298,15.5014,15.6994,16.3762,17.6716,16.3227,16.232,16.7664
RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),4.8123,9.2223,10.2471,12.4647,16.3712,17.9865,12.4741,10.9934,9.1952,7.0058,9.3627,9.4094,12.3675,14.0871,16.9999,6.3539,2.0764,4.8842,9.9368,12.1327,9.0607,11.874,18.4234,21.4547,24.6348,29.6804
PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,0.4325,1.1906,1.9552,2.7134,3.3636,4.253,5.0118,5.7712,6.4952,7.2218,7.9474,8.6645,9.3557,10.0344,10.7634,11.5486,12.3379,13.1384,13.8925,14.6225,15.3175,15.9646,16.6113,17.2254,17.8547,18.4751
RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,0.4285,1.1734,1.9124,2.6582,3.3057,4.0649,4.8032,5.5185,6.2456,6.9738,7.6829,8.3756,9.062,9.7312,10.3775,11.0303,11.6714,12.3282,12.9634,13.4865,14.068,14.6581,15.2242,15.7882,16.0961,16.995
RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI  KATILIM FONU,0.4181,1.2024,1.9208,2.5919,3.2063,3.9627,4.7038,5.459,6.1887,6.9103,7.4619,8.1009,8.7003,9.2892,9.8653,10.4321,11.0819,11.3483,11.9403,12.5498,13.1337,13.6942,14.2639,14.8208,15.3394,15.9743
LLA,ALLBATROSS PORTFÖY AYDIN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),4.5946,10.4696,10.6075,21.032,21.637,29.0324,21.4963,15.2901,12.4364,13.0724,19.0158,20.6249,34.1961,79.7668,81.4219,63.6014,53.8772,55.4472,55.6071,62.2722,54.3945,56.7257,63.0566,64.6667,65.4704,nan
HVU,ALLBATROSS PORTFÖY BİRİNCİ DEĞİŞKEN FON,1.5469,4.4922,5.3779,8.3605,10.2234,9.5638,8.4733,8.6271,8.5333,8.3497,10.1383,10.3666,11.3238,11.6815,12.6254,9.8367,7.2586,9.5607,11.7396,16.7325,16.3517,18.32,20.6241,33.017,38.9225,40.5198
BVM,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),3.8759,10.431,10.0046,13.1116,9.0601,9.7547,2.7334,5.3433,2.812,4.5729,5.7658,5.9376,9.7484,10.1418,13.3663,-1.737,-4.6753,-1.4021,1.6617,2.5283,-1.4536,0.2076,2.8094,3.3551,2.0235,2.4234
HVZ,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.2045,9.8821,11.5005,14.8675,16.2031,21.2515,18.6395,17.9791,18.7708,16.6083,17.7801,16.8089,18.6958,18.793,22.2191,15.3386,8.1401,11.006,14.6715,17.9089,12.4353,15.863,20.4528,25.2592,24.7611,30.8921
HVT,ALLBATROSS PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,0.4644,1.2741,2.0861,2.9236,3.6493,4.6319,5.4694,6.3148,7.1428,7.9682,8.7799,9.59,10.4052,11.207,12.0352,12.8885,13.7244,14.5472,15.3404,16.1343,16.8901,17.6386,18.382,19.0693,19.7595,20.4739
AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.2231,0.739,0.9983,1.8741,3.0023,4.2836,4.8505,5.7119,5.857,6.5784,7.135,nan,nan,nan,nan,nan,nan,,,,,,,,,
DEF,ALLBATROSS PORTFÖY DEFNE SERBEST FON,3.4037,8.5533,9.6965,14.8173,19.2373,20.4158,17.7767,19.7411,19.497,19.203,19.3337,19.1902,17.926,18.8311,21.8294,20.3758,nan,,,,,,,,,
GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),3.4838,10.6152,13.7599,16.4579,18.7378,20.8553,15.565,13.1501,13.374,9.1566,12.2476,12.125,15.3321,18.1935,18.9644,9.3487,1.3778,6.0837,7.6209,6.9074,4.9844,6.7304,13.6135,18.7602,20.1569,23.0488
AEV,ALLBATROSS PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),4.367,9.3828,9.9931,11.5963,15.2304,15.9425,12.6947,12.5039,12.43,11.8457,15.7664,14.2086,16.5876,14.5897,19.692,13.0464,5.9699,10.0453,15.116,19.0268,16.2044,19.8421,25.0621,22.5329,nan,nan
LID,ALLBATROSS PORTFÖY İKİNCİ DEĞİŞKEN FON,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,
IHZ,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),2.8144,8.352,9.6943,13.2958,14.397,13.5502,11.4367,,,,,,,,,,,,,,,,,,,
IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.9522,8.6365,9.2294,12.7982,14.3114,17.5567,13.8064,15.1008,14.3197,15.3666,17.3484,18.0442,21.2646,24.1708,24.1452,16.5195,7.7451,11.9505,14.5152,15.2191,9.902,15.8302,22.2971,35.5743,39.0473,42.9784
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),5.0191,9.5531,13.082,17.7098,20.5657,26.4691,23.8855,19.1899,15.6913,9.1669,9.5068,10.1968,7.932,7.6285,8.4373,-0.6552,-10.6371,-4.6773,4.1108,9.6296,3.3884,17.3541,21.9233,18.2616,nan,nan
KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),3.4443,10.6974,11.2097,17.5809,20.2582,24.3105,19.4283,19.8974,21.025,20.0934,21.7665,20.1575,21.3878,23.6415,27.3487,21.1859,11.9689,14.2898,18.8579,19.7316,11.109,13.3795,17.6504,18.9028,15.1984,21.6667
KST,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.1411,8.2778,10.2242,13.257,13.7542,17.4483,15.7775,,,,,,,,,,,,,,,,,,,
PRU,ALLBATROSS PORTFÖY PARA PİYASASI SERBEST (TL) FON,0.432,1.1906,1.9566,2.724,3.3843,4.2771,5.0584,5.8364,6.5938,7.3431,8.0991,8.8559,9.6138,10.3826,11.1532,11.9283,12.7052,13.4797,14.2164,14.9546,15.7021,16.4535,17.2033,17.924,18.6446,19.3633
PKF,ATA PORTFÖY ALTIN KATILIM FONU,1.154,0.0407,3.2488,4.4606,4.1116,5.2557,7.7062,7.8276,7.2061,10.0731,11.5797,13.8036,13.0978,13.905,15.2635,20.2086,24.5129,23.1327,21.0474,22.0477,21.8258,21.5635,21.8456,21.4803,22.1546,21.306
TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.8013,7.6513,7.775,13.1622,14.1688,11.4985,5.7723,6.2907,5.4646,5.5201,5.6884,5.1762,6.9414,7.8653,10.7297,2.1558,-3.2848,-1.6365,-0.4652,7.5635,6.5991,12.0407,14.9689,20.697,17.7212,22.5405
AED,ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON,1.8044,4.9034,5.5093,9.9875,10.6938,11.857,10.2481,11.8284,10.8303,10.5882,11.6275,12.239,13.7348,14.8157,16.5539,12.86,10.0653,11.8612,14.9104,16.3105,14.2813,17.6131,21.9979,23.7428,22.5132,26.6054
