Fund Code,Fund Name,1 Week Return,2 Week Return,3 Week Return,4 Week Return,5 Week Return,6 Week Return,7 Week Return,8 Week Return,9 Week Return,10 Week Return,11 Week Return,12 Week Return,13 Week Return,14 Week Return,15 Week Return,16 Week Return,17 Week Return,18 Week Return,19 Week Return,20 Week Return,21 Week Return,22 Week Return,23 Week Return,24 Week Return,25 Week Return,26 Week Return
HBN,HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU,0.8418,2.9488,3.3932,6.3926,6.8931,8.153,7.2227,9.1535,9.4957,10.0208,11.5447,13.663,14.5415,16.2262,16.3081,14.8307,14.853,15.5369,16.4633,16.1738,14.4512,15.5831,18.796,18.8524,16.3849,18.5274
HBU,HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.9582,7.2064,6.5305,12.4825,15.1584,12.5036,6.7119,8.8086,6.8904,8.9811,11.1311,13.5606,14.4507,15.1196,17.7937,8.6263,4.3531,4.8358,9.7869,10.6879,4.961,8.3096,12.0453,14.5981,10.485,15.3183
HPO,HSBC PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON,0.5166,1.128,2.0335,3.1509,3.8858,4.6901,5.7826,6.1997,7.3435,7.8212,8.8294,9.2178,10.016,10.3906,10.561,11.2175,11.6538,13.052,14.0071,14.4093,14.313,15.5164,16.389,16.012,16.6619,18.2922
HPD,HSBC PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON,0.9878,3.0787,3.5259,5.7403,6.487,7.5963,7.253,8.9242,9.4237,9.9781,11.3752,13.4833,14.4343,16.3748,16.944,15.5091,15.6282,16.3884,17.7944,17.7055,16.6497,17.4958,20.7705,20.7487,18.8194,20.389
HSA,HSBC PORTFÖY DEĞİŞKEN (TL) FON,1.9311,4.7865,5.3143,9.3059,11.1444,12.1364,10.3253,11.1689,11.7532,12.1287,13.772,14.629,15.4331,14.162,15.5027,12.3152,9.9209,12.7809,13.5696,14.2734,10.4717,13.9197,16.8081,19.0974,17.0206,23.4926
HVS,HSBC PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.3368,8.5037,8.4122,15.0392,18.1435,17.8217,12.714,15.0097,14.6721,15.4814,18.3218,20.4581,21.4792,20.1221,22.4005,14.7968,10.0016,12.4378,15.926,16.6815,9.7293,14.179,18.4076,21.6991,16.5777,24.1263
HKR,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),3.1684,8.2783,8.8802,15.7471,19.4132,19.9082,16.2186,19.1795,19.26,20.3393,23.4158,25.5721,26.1878,22.9124,24.3331,17.3554,12.5131,17.8103,20.8358,21.6844,11.9258,18.8166,21.7123,24.7382,18.7039,32.1231
HPT,HSBC PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.5047,1.2501,1.9709,2.6297,3.2031,3.8966,4.6557,5.3743,6.0339,6.7549,7.4461,8.0948,8.6067,9.2403,9.8931,10.6437,11.2528,11.8013,12.6248,13.3535,13.9388,14.5141,15.0985,15.7283,16.2987,16.751
HSL,HSBC PORTFÖY PARA PİYASASI (TL) FONU,0.4611,1.2637,2.0614,2.8593,3.5583,4.4915,5.29,6.0834,6.8736,7.6598,8.4063,9.1433,9.8664,10.5798,11.2667,11.9516,12.6649,13.3795,14.0923,14.7609,15.4005,16.0006,16.5726,17.0887,17.5743,18.0333
HMS,HSBC PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.2654,8.0048,8.9201,15.9229,20.1823,18.0229,11.9283,13.3916,12.546,14.0117,16.1573,17.8795,19.7095,17.9536,19.7197,13.1841,8.2644,10.3053,12.8257,14.2988,9.1059,13.3574,18.1666,23.4587,17.9932,24.7612
HOA,HSBC PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,-0.6631,2.8311,4.9296,8.3186,6.3755,8.2452,9.248,12.6709,12.6206,11.6421,13.7531,16.8597,19.9778,25.5603,23.7383,20.9588,24.752,24.39,26.4348,22.6395,22.6431,22.3111,27.9151,28.5997,24.3174,21.6632
HOY,HSBC PORTFÖY YABANCI BYF FON SEPETI,-0.4969,1.686,1.1273,3.3498,2.6121,4.4692,5.4099,8.3302,9.3539,10.0855,11.2543,14.971,15.2005,20.1334,20.2772,18.4989,22.0834,19.1869,19.756,18.1563,18.8262,17.5108,21.1989,19.0573,16.6561,15.6639
HMG,HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON),0.9573,1.8285,3.1344,4.9426,5.9349,7.9973,9.5048,10.2681,12.5836,11.7403,13.2033,13.4308,14.1775,12.6717,13.5964,15.2239,15.2285,18.623,17.5479,18.0588,17.6295,19.0695,20.5552,21.4093,21.6658,24.4048
ICA,ICBC TURKEY PORTFÖY ALTIN FONU,0.8718,0.1817,2.1156,2.4761,0.6368,5.7436,7.8339,8.1425,7.3637,10.6189,11.9989,14.0813,13.0914,12.9499,13.0203,20.6573,26.2708,24.7051,22.3365,23.1937,22.7902,21.9541,22.2483,21.923,22.5712,21.5937
ICD,ICBC TURKEY PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.7212,2.1594,2.3435,3.4716,4.3726,5.3515,5.9712,7.1439,7.707,8.5616,9.381,10.2976,11.2027,12.2078,13.6076,14.3098,15.0606,15.751,16.5094,17.3644,17.7977,18.8067,19.8942,23.4189,24.8939,25.4539
IJH,ICBC TURKEY PORTFÖY BİRİNCİ FON SEPETİ FONU,1.0318,2.8417,3.1721,4.7115,4.7912,6.6563,7.8533,9.7665,10.9665,12.5404,13.6867,15.2513,15.641,17.9408,18.894,18.9069,19.8533,19.4989,20.4024,20.7934,20.8375,21.5351,23.7092,26.1956,26.0924,26.2582
IFV,ICBC TURKEY PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.4194,1.1612,1.8501,2.5883,3.205,4.1059,4.8315,5.5606,6.282,6.9748,7.6987,8.4101,9.1261,9.8424,10.577,11.2954,11.9986,12.6891,13.3753,14.0819,14.7517,15.4026,16.0559,16.7001,17.3465,18.0048
ICV,ICBC TURKEY PORTFÖY BİRİNCİ SERBEST FON,0.8846,2.5793,2.7188,3.7234,4.7319,5.864,6.6673,7.5647,8.11,8.853,9.6582,10.5636,11.2272,12.04,12.7808,13.4912,14.288,14.8153,15.3342,15.9688,16.3692,17.3318,18.0592,18.9388,19.1907,19.6978
ICF,ICBC TURKEY PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),2.7545,8.912,8.744,13.9198,16.3362,16.0789,12.0088,13.4602,12.5906,12.6536,14.1913,14.7116,15.9203,16.1422,18.0927,10.0927,4.6176,8.4863,13.7278,14.6393,10.3028,15.9699,19.7689,28.7487,26.0277,33.0862
ICC,ICBC TURKEY PORTFÖY İKİNCİ DEĞİŞKEN FON,1.4977,4.9526,5.1065,7.7641,9.1238,9.4538,8.2175,9.5031,9.4773,10.0807,11.2136,11.9125,12.8967,13.6997,15.3186,12.1935,10.0344,12.1173,14.8885,15.7356,14.0743,16.9222,19.3614,25.499,26.057,29.2519
ICE,ICBC TURKEY PORTFÖY PARA PİYASASI (TL) FONU,0.4456,1.2231,1.9987,2.7762,3.4507,4.3725,5.1509,5.9203,6.682,7.4383,8.1748,8.9031,9.6298,10.3567,11.0755,11.797,12.5248,13.2415,13.9552,14.6507,15.313,15.9499,16.5718,17.1889,17.7575,18.3909
ICS,ICBC TURKEY PORTFÖY SERBEST (DÖVİZ) FON,0.3033,0.7251,1.0406,1.8598,2.982,3.869,4.5625,4.6753,4.8103,5.0937,5.7005,6.4359,6.971,7.6744,8.2896,9.0518,9.6116,10.2298,11.2544,11.8928,11.7368,12.2474,13.0899,10.5251,10.7673,10.842
IFN,ICBC TURKEY PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),2.9428,7.8578,7.3274,13.0033,15.5382,14.6124,10.5927,12.7972,11.8185,12.1101,13.797,14.586,15.5212,16.381,19.6819,10.9805,5.5686,8.7891,13.0862,14.4433,9.595,14.5871,19.4903,26.4497,25.139,32.2863
GGK,INVEO PORTFÖY  ALTIN FON,1.1962,0.2242,2.3985,3.5252,3.0297,3.8752,6.3601,6.8281,5.5221,8.5923,10.0663,12.3732,11.2326,11.8609,12.6568,15.3824,22.4433,22.0466,20.103,21.0014,21.0342,19.5073,19.6561,21.9909,24.6208,23.7918
IJA,INVEO PORTFÖY ATAK DEĞİŞKEN FON,2.6413,3.5017,3.7409,7.1894,7.3218,5.9095,4.7636,9.2787,9.1165,10.55,11.3128,11.7184,12.0801,12.7897,12.9584,13.1381,13.8833,14.1785,17.1815,20.6733,20.0633,22.6706,27.0011,26.3978,31.0203,32.1871
GPG,INVEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.993,4.9967,-0.1012,2.1186,-2.2336,-1.1375,-0.0787,8.0674,10.6703,11.6368,12.2885,21.9835,16.5659,22.2976,23.9198,26.448,28.1083,18.3848,17.5061,15.425,18.3435,13.2804,16.4205,15.5038,13.969,15.6364
GJB,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU,1.7266,3.0484,3.7332,6.1215,6.8415,7.6874,7.0672,8.7139,8.4518,9.0424,10.5591,11.9766,12.3289,13.0446,14.0242,10.8464,9.2739,10.2346,12.4277,14.648,14.2757,16.1695,19.5084,21.9619,23.9239,25.7931
GAF,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),4.0718,9.1514,10.7421,19.0353,21.3644,20.7714,16.7581,19.2113,17.9045,19.7207,22.8647,24.0295,25.5627,25.4203,28.3352,18.3917,13.4231,14.974,18.1514,21.7405,18.542,21.7042,25.5561,34.9977,35.208,42.2998
GAG,INVEO PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON,0.3262,0.923,1.3605,2.3438,3.477,4.6515,5.3747,5.8644,6.217,6.564,7.3245,8.2235,8.7907,10.0955,10.7556,11.6479,12.4127,13.0262,14.2504,15.0628,15.5385,16.1752,17.6472,15.057,15.3122,15.7558
GYK,INVEO PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,0.4353,1.0992,1.7818,2.4963,2.5013,2.9816,3.7801,4.5911,5.2502,6.1087,6.7597,7.8015,8.561,9.3399,10.1591,10.8816,11.6285,12.4552,13.1776,13.9093,14.6914,15.3791,16.0492,16.6718,17.3406,18.1106
CVK,INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU,1.5122,2.8245,3.4034,4.5728,5.1708,5.7693,5.4116,6.0383,5.7642,5.705,7.3665,7.4631,7.9807,8.4192,9.6686,8.9467,10.2446,15.9914,18.1106,19.4988,19.7461,20.9264,22.8181,26.4919,30.2923,32.5955
IDN,INVEO PORTFÖY DENGELİ DEĞİŞKEN FON,1.9855,,,,,,,,,,,,,,,,,,,,,,,,,
IUH,INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU,0.4052,2.844,2.797,5.3126,3.5489,5.4722,5.9839,9.8269,10.572,11.8126,14.0706,17.4227,18.5661,23.3987,22.3191,19.4914,21.1851,20.2293,22.3506,20.0133,19.7896,19.1504,25.3637,25.4458,22.2862,21.3549
IUT,INVEO PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,1.5816,4.1872,1.8928,3.7019,1.8117,3.4588,3.1142,7.0736,7.8644,8.709,9.2755,13.6448,11.8425,15.6289,15.4505,10.9017,11.8794,8.9121,9.686,7.7672,8.0224,6.6891,10.6529,9.0406,6.3056,5.821
GBG,INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU,-0.3562,1.3739,0.2129,1.3751,1.6674,3.8038,5.5201,7.7911,8.5933,9.2129,10.1947,14.6847,14.2439,19.9134,18.8601,17.2132,20.9383,18.2779,18.8577,16.6273,19.1657,17.2621,21.8427,19.2397,15.2776,14.7647
GMR,INVEO PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),4.3556,9.9856,11.7653,16.8922,19.1391,21.0931,14.5484,14.3151,12.0378,9.344,12.1604,11.0101,12.7914,12.6686,14.1805,6.0858,-0.7771,2.3007,5.3452,9.5477,8.8579,13.2363,20.0782,26.9377,32.0683,37.664
GKS,INVEO PORTFÖY İKİNCİ SERBEST FON,0.6547,1.4322,2.1798,2.7888,3.5746,-6.6129,-13.8812,-16.0331,-18.6714,-19.6872,-21.2641,-19.2282,-15.4448,-14.6509,-18.1917,-22.7003,-18.8807,-12.2189,-12.2234,-12.3511,-12.543,-9.4753,-9.4833,-10.181,-10.1098,-10.1067
GAK,INVEO PORTFÖY KARMA FON,1.3634,3.2437,3.6615,6.1134,7.2668,8.2629,7.6398,8.5403,8.4923,9.1283,10.4035,12.0413,12.9051,13.9024,15.3637,13.9324,12.6645,14.4691,17.0541,19.0765,19.2141,21.4279,23.6606,26.3379,30.1735,31.2888
IRY,INVEO PORTFÖY PARA PİYASASI (TL) FONU,0.4545,1.2543,2.051,2.8777,3.5872,4.5611,5.4059,6.2512,7.067,7.8901,8.6995,9.4947,10.2907,11.0778,11.9097,12.7489,13.5714,14.4063,15.2066,15.9352,16.6828,17.4127,18.129,18.8182,19.4648,20.1631
GSM,INVEO PORTFÖY SMART ALGO SERBEST FON,3.5337,8.3105,8.9244,12.7767,16.1519,13.0954,9.3646,10.6033,9.8554,11.1891,11.8243,14.0551,13.8583,14.1509,14.696,7.8917,6.1367,4.3334,5.4962,14.1217,9.4059,14.5227,17.0897,21.0861,16.3819,22.2988
IRT,INVEO PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,2.2538,5.7654,8.7626,11.9539,13.7029,14.8887,14.4519,17.7521,18.236,19.6916,25.3365,28.9157,33.0045,39.1756,38.7785,32.3726,33.3769,35.6258,38.6615,39.3275,39.0535,40.5545,47.6535,48.3888,45.0643,43.0042
IZS,İSTANBUL PORTFÖY ALTINCI SERBEST FON,1.32,1.2399,0.5393,2.6662,2.5952,3.8143,8.3968,11.7678,16.4207,18.6892,22.8031,20.7011,26.4087,23.2572,19.6813,20.9862,21.9238,20.1217,24.131,24.0605,22.2451,24.7083,24.6553,20.5501,21.7101,20.683
IPB,İSTANBUL PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.5501,4.7358,4.325,5.3612,5.3021,6.9937,4.7878,3.593,3.6873,6.3233,9.5356,12.2034,13.4393,14.5471,15.8405,14.3626,12.0865,14.2296,19.5104,24.8057,22.4585,29.6087,32.9345,33.5071,34.3599,32.9243
IRF,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU,1.4928,3.9442,4.4705,6.4674,7.4484,8.4785,6.4032,7.0624,6.5613,7.377,8.7071,8.9269,10.0048,11.2632,13.7197,11.0906,9.0476,11.2148,12.083,12.9294,14.3463,18.229,22.7134,27.9509,29.4283,33.621
IZB,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ SERBEST FON,3.0773,5.4831,2.8108,4.18,12.0996,4.6899,4.4062,-4.3015,-3.0547,-2.9692,0.0687,1.9574,5.4939,4.5268,5.1111,4.3977,6.9781,10.1214,16.6986,15.3474,15.4327,19.5595,20.9895,24.0509,28.9346,33.4785
IJV,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,0.4642,1.2689,2.0692,2.8649,3.5515,4.4741,5.2742,6.0768,6.8928,7.7136,8.5233,9.3343,10.1398,10.9618,11.7848,12.6376,13.4182,14.1762,14.9079,15.767,16.4846,17.1821,17.8469,18.5127,19.2582,19.9678
IVY,İSTANBUL PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON,2.0388,2.9506,-1.1683,-1.1725,-6.7975,-1.1966,3.7286,8.8461,16.4117,21.8408,23.5765,25.2719,27.4249,34.8816,40.899,42.1338,43.8278,41.9871,44.3781,39.8788,38.4469,36.6056,43.8274,40.9606,30.7502,25.2079
ACC,İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),3.2527,7.4349,6.7359,14.0553,15.7912,14.8115,11.2657,13.6575,13.5875,14.2805,16.5023,17.0533,17.9829,18.9099,20.313,12.4673,8.6444,12.776,16.6369,19.1714,14.8865,18.809,23.3743,27.4278,24.3044,33.597
ACK,İSTANBUL PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),2.8234,8.3064,8.6997,15.7629,17.8701,18.0961,11.9817,12.5968,11.0273,11.0667,12.6825,14.9337,15.8824,16.1115,17.3691,11.4125,7.2866,10.8875,15.5409,15.8723,12.6669,17.99,22.3259,25.061,24.3421,26.3965
ACD,İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON,1.9322,4.6978,5.0702,9.0354,10.6209,10.9239,8.0935,9.9548,9.7055,10.3671,11.6944,13.704,14.5382,15.5173,18.3048,13.2749,9.5215,10.9563,15.778,16.9201,14.2767,17.0305,22.9668,28.3265,27.5287,31.7099
IRV,İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,1.1408,2.2313,3.1173,4.8692,5.8719,6.0851,6.8408,6.8372,7.1522,8.3687,9.7785,10.2724,11.675,12.0773,12.8205,12.3844,12.2421,13.2809,14.6642,16.6024,16.0311,17.8869,19.8091,20.854,22.5626,22.8413
IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.62,12.3433,13.2731,16.1646,17.8724,16.9963,8.0627,6.3876,5.1503,4.5103,5.2145,5.8208,6.5943,7.912,11.3534,4.8625,0.0061,1.0759,3.2753,4.2545,1.0534,4.7164,9.8084,12.8678,12.3291,16.7284
IST,İSTANBUL PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.4501,1.2325,2.0047,2.7921,3.4741,4.3769,5.1467,5.9245,6.7051,7.4902,8.2507,9.0183,9.7932,10.6,11.459,12.2671,13.0535,13.835,14.6374,15.4101,16.1599,16.9069,17.6592,18.4018,19.0991,19.8311
YCY,İSTANBUL PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,0.5738,1.0837,1.7192,2.3588,2.9949,3.7895,4.5836,5.2315,5.8747,6.7439,7.4677,8.2643,8.7461,9.2745,10.0753,11.0657,12.0519,12.3669,12.742,13.3797,13.7891,14.0564,14.3193,14.9802,15.4116,15.8686
IMF,İSTANBUL PORTFÖY MAESTRO SERBEST FON,-0.942,-2.6754,0.1236,0.688,1.732,2.5638,2.8203,3.1801,3.2452,3.5837,3.7047,4.4869,4.8873,6.0216,6.9583,7.9515,8.9622,9.7699,10.3746,11.0362,11.53,12.0266,10.4115,11.072,11.0778,11.3625
IIE,İSTANBUL PORTFÖY ONDÖRDÜNCÜ SERBEST FON,2.9277,8.0832,9.164,9.7514,12.3482,12.8109,10.3074,8.0965,7.8488,8.3966,10.7676,11.7296,10.4397,10.1124,10.8912,8.4887,8.4482,9.4736,10.229,11.1415,11.7959,13.6411,16.5325,25.8267,34.7122,35.8573
IRO,İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON,0.2727,3.8952,5.3584,4.0033,3.317,5.6453,8.1163,8.8704,8.823,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,
ACU,İSTANBUL PORTFÖY URARTU SERBEST (DÖVİZ) FON,0.0,0.6422,1.2937,2.2535,3.3732,4.4038,5.3613,5.8318,5.9602,6.359,7.1575,7.8644,8.375,10.2888,10.9695,10.8401,12.6095,12.6987,13.4835,13.9041,13.7156,12.8909,15.3387,13.2035,11.3115,13.026
IIH,İSTANBUL PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.4641,8.1154,9.472,15.3206,16.2727,15.5675,11.336,13.0751,13.7213,14.4019,16.0633,16.339,19.1018,20.324,24.2487,17.2772,11.1521,15.5927,21.8299,23.8865,19.5308,23.3691,28.3668,35.9231,37.1871,47.8087
ARE,İSTANBUL PORTFÖY YABANCI (GELİŞMEKTE OLAN PİYASALAR) BORÇLANMA ARAÇLARI FONU,0.4771,0.9974,1.1539,3.4271,2.9969,4.2518,4.9947,6.4468,6.3357,12.4597,7.6476,8.2918,8.2087,11.884,13.3965,14.1853,16.3366,15.0902,15.395,14.8975,15.2926,15.3608,15.9993,14.3125,12.8093,13.8409
TTA,İŞ PORTFÖY ALTIN FONU,0.8244,0.74,1.7609,2.4967,2.2879,3.4503,5.0208,5.7838,4.8027,7.8637,9.4286,11.8621,11.4894,11.2109,10.7741,17.8513,23.8306,21.8352,20.2686,21.2839,21.4555,20.0394,21.2089,20.3176,20.67,19.3996
IBB,İŞ PORTFÖY ATAK DEĞİŞKEN FON,2.044,3.4979,2.3426,4.066,4.3998,5.3233,6.9649,9.9533,11.2102,13.0073,14.6705,17.4587,17.3373,21.175,22.5049,20.6245,23.741,21.0946,22.4701,24.1329,23.6726,23.33,25.4109,23.5915,22.177,23.3642
IPG,İŞ PORTFÖY ATAK FON SEPETİ FONU,1.5709,3.6429,3.4157,5.0811,4.7363,5.7607,6.5383,9.8019,11.919,13.231,14.6003,17.1489,16.8511,20.9022,22.3946,20.5427,24.1913,21.846,23.0348,23.6206,23.0365,23.1276,26.1058,24.9558,23.7656,23.9479
IUV,İŞ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ)  FON,0.4575,0.9944,0.9299,2.2788,3.3187,4.5683,5.2741,6.8254,6.9901,7.374,8.0765,9.2616,9.7828,11.2619,12.1222,12.9525,14.1519,14.7276,15.9635,16.8741,17.2442,17.7928,19.3332,16.958,17.0426,17.5001
TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.2258,0.8184,-2.901,10.772,11.7294,6.5259,3.9351,13.0353,13.3452,21.2154,26.8906,28.7481,25.6013,21.7158,25.9813,16.9151,12.2057,12.7019,20.2406,28.326,17.1383,28.8789,31.2496,39.1387,33.6165,45.7091
TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),7.698,14.706,17.7154,19.1093,28.4469,28.0802,18.43,17.5386,12.4936,12.6632,22.5464,28.3895,31.347,37.0181,40.0192,30.0024,22.9554,28.7342,34.8022,45.2413,42.9433,53.0802,67.2151,67.4725,65.1286,68.8349
IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.0495,7.7979,11.1137,12.5422,15.2892,20.1659,14.9575,11.8336,9.4844,4.1474,7.3607,8.2635,8.4926,4.6282,9.5127,3.1416,-4.3632,1.0919,7.9265,13.8551,9.5075,18.741,23.4393,29.1339,33.0756,40.7246
TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.7763,6.709,6.0874,11.8981,14.5809,12.1999,6.9205,9.1229,7.5194,9.7777,12.0246,14.6453,15.4961,16.1289,18.8568,10.1379,5.8667,6.2779,11.1578,12.2184,6.7153,9.8657,13.4375,15.9857,11.8894,16.4544
CKS,İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,0.2711,0.9417,1.0808,2.2297,2.6622,3.809,4.4735,6.0866,6.5682,7.1192,7.8989,9.4747,9.7803,11.7803,12.7487,13.566,14.7967,14.7287,15.8038,16.5598,16.7895,17.4856,18.9595,17.022,16.8041,17.1293
IJP,İŞ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ KARMA FON,0.7832,3.0106,3.0074,5.4946,4.5472,6.8931,7.4454,11.2772,12.493,14.1269,16.3078,20.032,20.2383,25.9686,26.0379,22.8736,25.0194,23.8431,25.9694,24.2367,24.1697,23.8206,28.5439,28.0218,24.3848,22.2076
TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,1.548,3.1471,0.9834,2.3089,2.0056,2.8666,3.65,8.9322,10.5723,12.2438,13.3764,16.251,15.7472,18.2659,19.6355,17.7972,20.0496,18.6502,19.1863,20.6186,20.5935,20.5628,22.0668,21.0865,20.1066,21.1351
KKH,İŞ PORTFÖY DENGELİ FON SEPETİ FONU,0.9135,2.596,3.1899,4.5768,4.4859,5.4122,6.051,8.9451,10.6219,11.8437,12.7717,14.7817,14.9587,17.5267,18.309,17.5831,20.5012,18.7224,19.6164,19.8774,19.8053,19.944,22.137,20.626,20.2587,20.5795
IJB,İŞ PORTFÖY DİJİTAL OYUN SEKTÖRÜ KARMA FON,0.2505,3.4253,0.2153,2.9918,1.3831,5.3024,1.7491,5.0934,5.8361,6.1988,6.5939,10.2122,12.1013,16.849,16.7351,13.549,15.34,13.6848,14.741,12.287,11.7206,10.5863,15.4793,14.8572,11.4456,9.0346
IPJ,İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON,-0.8956,0.0445,-2.7073,-2.261,-5.4543,-2.7607,-2.9914,2.3276,3.6887,2.8856,3.579,8.5742,7.6545,10.5517,9.7757,4.9345,8.1017,4.4111,5.0624,2.6228,3.9911,2.1178,6.2609,5.2374,0.6819,-2.4896
TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,0.0441,1.6859,0.1308,1.7036,1.7577,2.8253,5.731,6.8468,2.7038,2.5259,3.4593,3.3938,-0.2557,0.4922,1.1477,2.7908,5.9248,2.9385,4.6382,3.6247,6.2362,5.0176,7.9788,6.8692,5.1411,5.4198
IPV,İŞ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,0.2575,0.8403,1.106,2.2493,2.9787,4.1532,4.9199,6.2619,6.7702,7.2964,8.0645,9.5195,9.7889,11.4852,12.6,13.5625,15.1085,15.3251,16.2856,17.3669,17.5945,17.8585,19.1638,17.3396,17.107,17.5603
IOG,İŞ PORTFÖY GÜMÜŞ SERBEST FON,0.2233,-0.6941,-0.4505,-0.217,-1.4873,-4.3862,-1.5267,1.0446,-5.5174,0.3532,0.2358,7.1877,5.0688,7.6092,6.1167,11.4448,17.6796,8.6678,8.0389,9.8233,10.2605,4.7903,7.2048,10.1627,9.7022,7.1325
TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.8847,7.0615,7.445,14.3938,16.9317,16.9665,14.6333,16.7398,17.39,17.9573,21.173,23.0108,23.9169,23.5905,27.9176,19.4695,12.8991,17.2127,23.0198,26.2502,21.0939,26.4535,31.4923,34.5251,32.7567,41.0271
IHT,İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.0779,8.6062,10.8464,12.6674,15.4402,17.6152,11.1183,8.6822,5.6039,3.2968,3.8316,3.8965,4.7359,0.9433,5.1675,-3.2719,-8.7764,-5.4203,-1.9143,1.3284,1.0899,5.7189,11.9623,17.6204,15.706,17.0563
TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.4524,4.8052,5.4347,10.8575,12.7181,9.7023,7.4433,10.1019,7.0026,5.3257,9.1939,9.9113,8.249,4.1519,7.8075,1.6947,-2.7467,-2.945,2.5423,8.7046,2.8399,9.6935,17.4558,24.7724,25.0185,34.6143
