Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks,27 Weeks,28 Weeks,29 Weeks,30 Weeks,31 Weeks,32 Weeks,33 Weeks,34 Weeks,35 Weeks,36 Weeks,37 Weeks,38 Weeks,39 Weeks,40 Weeks,41 Weeks,42 Weeks,43 Weeks,44 Weeks,45 Weeks,46 Weeks,47 Weeks,48 Weeks,49 Weeks,50 Weeks,51 Weeks,52 Weeks,53 Weeks,54 Weeks,55 Weeks,56 Weeks,57 Weeks,58 Weeks,59 Weeks,60 Weeks,61 Weeks,62 Weeks,63 Weeks,64 Weeks,65 Weeks,66 Weeks,67 Weeks,68 Weeks,69 Weeks,70 Weeks,71 Weeks,72 Weeks,73 Weeks,74 Weeks
YHI,YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.906,-2.932,0.000,3.376,4.790,3.463,1.913,-0.407,1.998,5.877,1.575,-1.606,-0.407,3.114,2.168,2.855,3.990,6.522,7.645,9.083,17.675,23.862,17.225,18.243,21.287,17.225,15.784,20.571,23.862,20.690,23.862,22.623,20.452,21.769,19.980,14.060,19.279,27.471,24.619,22.378,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PPH,PARDUS PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.507,-4.409,-3.701,0.210,1.706,-1.784,-2.454,-5.607,-4.409,2.950,-3.180,-2.851,-1.378,2.507,3.247,7.271,10.759,15.590,18.657,20.759,26.525,28.571,23.469,23.575,27.200,23.469,25.197,30.091,35.897,35.897,35.897,36.676,41.124,44.109,43.387,32.500,42.388,43.964,44.109,43.819,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PTO,PARDUS PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.761,-0.992,1.012,2.617,6.602,3.683,1.292,-0.363,-0.091,5.072,2.713,-0.813,-1.259,1.761,0.366,1.950,2.809,5.273,4.971,6.499,14.494,16.809,14.375,13.665,17.308,13.782,13.430,16.437,19.089,15.823,18.319,17.811,18.319,18.703,15.336,5.985,7.542,9.254,9.037,9.472,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
FLS,YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON,-0.307,0.947,0.284,1.341,1.451,2.310,1.576,2.640,2.117,3.987,5.317,5.345,6.175,5.682,6.587,8.867,6.804,9.488,8.837,8.849,10.381,13.954,14.113,16.551,18.113,18.953,20.525,22.404,24.313,24.967,26.976,31.361,31.476,32.789,31.325,36.346,36.353,38.263,37.961,39.508,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SGT,GARANTİ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,-1.042,-1.189,-2.493,-2.421,-1.042,-3.623,-3.061,-1.262,-0.672,2.151,4.890,2.703,4.724,5.222,6.061,3.502,3.502,5.892,5.723,5.388,8.042,10.282,10.099,10.926,14.359,13.870,15.251,18.222,23.721,26.186,29.126,30.264,29.756,25.828,27.395,32.338,30.010,33.267,32.867,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
IDI,AZİMUT PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.594,-2.797,-0.607,3.055,4.558,1.057,-1.460,-4.017,-0.607,5.910,2.686,0.000,2.319,5.133,4.273,4.368,5.714,10.714,9.030,9.971,17.400,20.610,14.016,13.005,14.930,10.608,7.598,12.561,12.783,9.761,10.714,9.030,7.096,6.599,6.401,3.613,11.251,17.762,16.329,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
YSO,YAPI KREDİ PORTFÖY SAĞLIK SEKTÖRÜ SERBEST FON,0.000,1.408,2.582,2.309,4.537,2.949,4.159,6.568,6.371,7.563,6.667,6.470,5.785,8.885,11.090,7.764,7.966,10.345,10.239,11.845,14.513,17.312,14.513,16.246,18.397,18.763,19.378,19.131,18.033,19.502,19.875,21.647,16.599,16.717,16.599,17.192,13.834,15.085,15.200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
NSP,NUROL PORTFÖY PARA PİYASASI KATILIM FONU,0.726,1.536,2.209,2.967,3.737,4.518,5.311,6.116,6.934,7.848,8.692,9.550,10.422,11.218,12.116,13.029,13.957,14.901,15.860,16.835,17.927,18.937,19.965,21.117,22.183,23.268,24.373,25.497,26.642,27.691,28.757,29.841,30.943,32.065,33.078,34.106,35.283,36.480,37.562,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
OTM,AZİMUT PORTFÖY OTOMOTİV SEKTÖRÜ DEĞİŞKEN FON,-1.533,-2.866,-2.634,-2.165,-0.164,-3.557,-6.941,-5.132,-4.910,0.494,1.245,-2.944,-0.489,0.993,1.667,4.096,6.924,10.808,12.650,14.125,19.843,22.860,20.316,19.141,20.316,16.746,15.750,21.393,23.984,24.110,26.687,23.732,19.257,19.843,20.792,21.878,22.736,25.257,23.108,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
FRC,FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),-3.069,-8.416,-7.566,-7.035,-8.416,-6.498,-1.296,-5.612,-3.717,-3.717,-8.481,-10.069,-9.882,-7.500,-7.500,-6.091,-4.779,-2.632,-1.596,-0.614,5.370,6.409,4.267,5.542,9.375,7.917,10.025,14.805,20.019,20.019,16.667,13.199,19.465,18.157,17.620,14.399,24.519,29.760,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
YIT,GARANTİ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,-1.002,-4.140,-5.000,-0.870,-1.134,-1.397,-0.336,3.564,5.706,11.849,15.781,11.765,15.241,14.352,17.247,16.877,16.969,17.712,18.182,19.324,22.378,26.343,26.558,32.321,34.973,35.714,34.239,41.683,50.152,49.848,60.912,59.526,56.164,47.610,45.152,50.304,51.379,48.052,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
HYU,HSBC PORTFÖY KISA VADELİ SERBEST (TL) FON,0.739,1.489,2.251,3.023,3.808,4.605,5.414,6.235,7.070,7.918,8.692,9.566,10.454,11.356,12.273,13.206,14.059,15.021,16.000,16.996,18.009,18.935,19.982,21.156,22.023,23.126,24.135,25.161,26.321,27.383,28.585,29.686,30.681,31.818,32.588,33.497,34.551,35.622,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PPJ,AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,0.801,1.541,2.291,3.053,3.826,4.611,5.407,6.216,7.038,7.872,8.805,9.667,10.543,11.433,12.338,13.257,14.286,15.237,16.205,17.288,18.291,19.413,20.453,21.724,22.695,23.792,25.023,26.162,27.323,28.505,29.709,30.813,32.061,33.205,34.369,35.421,36.489,37.711,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
DUV,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,1.540,0.719,0.809,2.374,3.223,3.033,2.095,2.562,3.318,6.055,7.068,4.279,5.357,6.155,6.559,7.478,7.478,9.580,8.835,7.375,12.663,14.739,14.974,16.528,16.528,17.015,21.452,22.380,24.833,23.052,26.810,22.782,21.716,21.584,18.876,11.542,11.542,11.988,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
NLK,NUROL PORTFÖY KISA VADELİ SERBEST FON,0.794,1.526,2.344,3.100,3.866,4.723,5.593,6.398,7.296,8.043,9.055,10.000,10.873,11.849,12.752,13.670,14.602,15.646,16.708,17.791,18.793,19.914,20.952,22.329,23.301,24.510,25.629,26.885,28.048,29.352,30.561,31.792,32.921,34.198,35.368,36.559,37.635,39.005,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
THF,TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.911,1.448,2.733,5.116,10.704,8.982,7.989,6.349,11.910,20.203,16.039,13.979,14.148,17.454,21.818,22.011,21.818,27.355,30.926,31.485,41.636,42.685,37.835,42.817,45.928,40.346,39.837,39.583,41.897,40.091,40.091,42.817,41.506,41.247,39.837,38.829,47.182,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KIH,KARE PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.491,1.489,1.238,1.826,1.995,2.421,2.850,3.457,3.807,4.426,5.051,5.959,6.418,6.882,7.537,7.916,8.584,9.358,9.946,10.541,11.242,11.647,12.569,13.192,14.033,14.459,15.211,15.974,16.857,17.529,18.322,19.242,19.941,19.824,21.125,21.606,22.700,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KKC,KARE PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,-0.421,0.778,0.319,0.556,0.398,1.123,0.307,0.772,0.493,1.812,2.431,2.836,3.222,3.334,3.798,6.075,3.644,5.680,5.059,5.290,6.038,8.907,8.890,11.050,12.287,12.689,14.269,13.658,13.448,13.923,14.588,18.643,18.901,21.481,20.600,25.126,26.572,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KP3,KARE PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,-0.809,0.525,0.233,0.086,-0.192,0.795,-0.157,0.084,-0.408,0.264,1.166,1.217,1.925,1.929,2.534,4.581,1.959,4.171,3.796,3.623,3.695,6.600,6.276,8.194,9.065,10.456,11.843,11.149,10.791,11.587,12.324,14.876,14.477,17.625,16.949,20.661,21.758,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
TRJ,TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,0.744,1.638,3.619,4.565,5.903,6.815,7.587,8.449,9.244,10.052,10.871,11.619,12.377,13.318,14.187,15.337,15.516,16.693,17.708,18.930,20.081,21.155,22.049,23.364,23.671,25.337,26.831,28.473,30.044,31.421,34.751,36.606,38.770,41.810,39.289,39.681,44.985,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
NZU,NUROL PORTFÖY ZÜMRÜT KATILIM SERBEST (DÖVİZ) FON,0.355,0.744,1.172,1.244,1.653,2.064,2.438,2.861,3.346,3.514,3.912,4.305,4.693,5.162,5.580,5.855,6.271,6.877,7.577,8.495,8.541,9.249,10.083,10.649,10.845,11.595,12.172,12.523,13.205,13.760,14.404,15.149,15.304,15.252,15.455,19.965,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
TLK,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU,0.677,1.439,2.136,2.921,3.638,4.446,5.185,6.017,6.778,7.637,8.509,9.306,10.206,11.028,11.957,12.805,13.764,14.640,15.630,16.638,17.663,18.601,19.660,20.848,21.727,22.844,23.981,25.023,26.083,27.160,28.257,29.247,30.253,31.275,32.312,33.367,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
RDT,PHİLLİP PORTFÖY RODOSTO SERBEST FON,2.547,-0.286,3.458,4.910,7.938,4.076,-2.241,-3.591,-2.058,1.453,0.191,-4.296,-4.384,-2.514,-4.991,None,None,-4.991,-1.874,-1.412,-0.381,2.047,1.848,1.947,2.446,-0.475,-0.758,-0.946,0.287,0.964,1.749,2.547,3.254,3.972,3.561,1.257,3.869,4.700,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
GKG,GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.446,-1.040,0.576,2.047,5.865,2.647,-0.286,-1.320,1.062,6.619,3.766,-0.946,-0.664,2.950,0.964,2.547,3.766,6.946,7.275,8.385,16.463,18.305,15.563,16.333,19.657,16.463,14.929,16.983,20.207,16.463,18.305,18.305,17.508,16.853,14.052,4.491,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
NME,NUROL PORTFÖY MERCAN KATILIM SERBEST (DÖVİZ) FON,-0.399,0.801,0.329,0.535,0.359,1.078,0.243,0.693,0.412,1.724,2.412,2.738,3.128,3.239,3.717,5.998,3.586,5.649,5.040,5.295,6.054,8.928,8.916,11.095,12.338,12.759,14.359,13.812,13.628,14.134,14.832,18.945,19.283,21.949,21.139,25.770,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
IMB,İSTANBUL PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.412,-3.045,-0.779,0.098,1.900,0.000,-2.113,-2.019,-2.674,3.242,0.197,-4.139,-5.209,-2.113,-1.546,0.991,2.929,5.596,6.367,8.174,18.076,22.182,16.457,16.992,19.741,16.324,15.141,19.461,21.021,16.992,16.457,15.011,13.982,13.982,12.225,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
HNC,HEDEF PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.916,-1.325,1.823,4.883,6.280,4.883,2.665,-0.887,0.269,4.490,-0.179,-3.624,-3.955,-0.268,-1.499,1.086,1.730,4.101,5.577,6.482,18.452,23.153,16.233,16.597,17.579,13.057,11.477,14.918,16.354,11.144,10.158,10.267,9.403,11.366,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KLS,ALLBATROSS PORTFÖY KATILIM SERBEST (DÖVİZ) FON,0.337,0.711,1.107,1.156,1.529,1.909,2.158,2.772,1.053,1.156,1.521,1.861,2.188,2.604,2.969,3.182,3.417,3.853,4.474,5.304,5.288,5.783,6.434,6.909,7.048,7.543,8.034,8.198,8.363,8.468,8.988,9.212,9.258,9.106,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SSS,YAPI KREDİ PORTFÖY SAVUNMA SANAYİİ ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.791,-3.726,-2.403,-0.263,0.176,-4.774,-6.265,-8.601,-5.250,0.709,-3.644,-8.158,-7.410,-4.534,-5.250,-2.904,-1.813,4.504,6.861,7.670,16.496,16.020,13.473,14.042,17.096,11.799,10.711,9.855,14.733,10.281,10.819,10.281,10.174,10.603,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BCK,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON,-1.384,-6.442,-6.849,-3.546,-5.853,-5.016,-2.158,-0.134,-1.708,5.724,8.879,6.705,9.517,9.357,8.484,7.859,7.317,11.144,13.419,15.077,19.968,24.149,24.459,28.412,30.087,28.633,30.314,38.007,45.243,46.523,51.724,51.417,50.503,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PGS,AZİMUT PORTFÖY PAY GERİ ALIMI YAPAN ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.836,-2.246,-1.360,1.682,3.520,1.873,-0.366,-2.158,0.462,4.716,-0.366,-5.556,-4.645,-0.548,-1.091,1.304,2.160,3.030,2.738,3.916,12.863,18.132,11.134,12.746,14.406,9.347,7.937,10.457,11.704,7.723,9.347,10.233,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
RCV,AZİMUT PORTFÖY BİRİNCİ ÇOKLU VARLIK KATILIM FONU,0.387,0.387,1.329,1.408,2.370,2.208,1.807,1.488,2.694,8.180,4.854,2.451,3.763,6.404,5.024,4.685,6.143,8.361,7.641,9.831,16.652,18.899,15.508,16.442,18.681,17.711,17.818,20.558,25.460,26.810,27.559,28.955,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KOT,AZİMUT PORTFÖY KOÇ TOPLULUĞU ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),3.036,-1.818,0.849,2.238,7.414,1.625,-1.737,-4.271,-2.782,4.119,4.394,-3.178,-3.571,0.763,-0.252,1.974,5.133,9.191,10.409,13.902,25.316,25.981,25.053,24.268,28.432,21.472,20.978,25.053,28.432,23.750,28.432,23.879,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
KPF,NEO PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.666,9.677,9.413,10.390,10.930,11.384,12.026,12.957,13.523,14.094,15.059,16.239,16.939,17.647,18.467,19.194,19.929,20.996,21.864,22.744,23.077,24.088,25.230,26.043,27.222,28.423,29.032,30.393,31.655,32.942,34.520,35.189,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BV1,BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),2.023,4.734,12.189,15.476,18.627,15.371,11.297,10.420,11.297,17.740,14.950,9.557,10.711,15.160,13.399,13.604,16.436,18.962,19.753,20.439,27.632,31.628,26.100,26.989,31.628,28.542,26.226,22.190,26.861,25.348,26.734,26.479,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
YPR,AZİMUT PORTFÖY YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.467,0.484,3.317,4.618,8.066,6.314,5.148,4.007,5.593,10.953,7.599,1.714,0.809,4.618,2.805,5.059,6.496,9.202,8.916,10.559,21.206,24.600,19.007,18.329,21.918,18.104,17.769,23.123,26.369,23.734,24.476,25.986,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
DUH,HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.150,0.451,0.527,0.755,0.983,1.060,1.521,0.451,0.831,1.444,1.521,2.299,2.456,2.142,2.299,2.221,2.771,3.408,4.053,4.542,4.134,4.706,5.450,5.868,6.629,7.488,8.097,10.058,7.835,8.802,32.440,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PSE,ATLAS PORTFÖY PARA PİYASASI SERBEST FON,0.917,1.772,2.722,3.689,4.592,5.427,6.361,7.224,8.190,8.993,9.992,10.915,11.854,12.713,13.683,14.670,15.674,16.696,17.736,18.795,19.982,21.082,22.202,23.573,24.623,25.810,27.019,28.252,29.510,30.663,31.968,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
SNY,ATLAS PORTFÖY SANAYİ SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),5.144,-3.981,-0.904,0.500,5.052,0.500,16.409,16.860,16.409,22.936,19.288,15.517,14.857,19.762,17.544,19.881,20.359,23.692,23.692,23.061,34.000,35.811,29.677,28.162,31.803,26.814,22.437,26.814,27.081,22.561,23.061,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
YBR,İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON,0.633,1.257,1.680,2.688,3.407,3.469,3.494,3.714,4.138,4.815,5.511,5.661,6.139,6.948,8.802,10.063,11.166,12.781,12.847,13.629,14.977,15.901,16.552,17.531,18.248,18.799,19.165,20.026,21.695,22.246,22.799,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.093,-1.432,0.602,3.815,7.636,3.266,3.266,0.775,1.036,5.978,2.094,-4.334,-4.334,-1.349,-2.662,1.036,2.094,5.311,6.171,7.934,17.944,21.495,14.035,13.592,17.588,13.482,13.372,18.782,21.875,15.499,17.117,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
FPG,FİBA PORTFÖY GÜMÜŞ SERBEST FON,-3.763,6.407,7.257,5.501,-3.010,3.668,9.816,15.899,22.416,23.543,25.663,31.510,35.038,34.699,35.151,39.965,32.811,36.990,39.844,41.813,42.440,43.073,43.839,50.702,55.954,57.478,62.399,60.458,59.663,58.251,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
NKA,NEO PORTFÖY KATILIM SERBEST (DÖVİZ) FON,0.327,0.559,0.963,1.061,1.548,1.895,2.191,2.593,3.009,3.100,3.418,3.775,4.102,4.550,4.818,5.190,5.575,6.110,6.780,7.566,7.579,8.249,9.056,9.529,9.708,10.433,10.986,11.268,11.894,12.391,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
RBB,RE-PIE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,0.958,1.281,1.852,3.013,3.689,4.115,4.030,5.066,5.769,6.932,7.843,7.113,8.212,8.958,9.619,10.577,11.160,12.544,12.444,12.145,15.949,17.565,18.335,19.905,20.133,20.821,22.816,23.898,25.000,25.871,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
RHI,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.775,-2.000,-0.089,2.548,1.899,-1.915,-4.895,-7.090,-5.214,0.089,-4.329,-8.374,-9.186,-5.374,-4.329,-2.170,-2.929,0.178,-0.967,1.167,10.059,13.494,9.630,9.951,13.494,10.274,10.382,13.380,15.000,11.034,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
MBR,MT PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0.902,1.318,1.990,3.015,3.623,3.973,4.414,5.218,5.852,6.864,7.424,7.517,8.370,9.043,9.821,11.011,11.111,12.948,12.948,13.889,14.846,15.710,16.588,17.591,18.383,19.417,20.470,21.422,22.388,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
PTE,TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,0.789,1.510,2.242,2.984,3.737,4.586,5.363,6.151,6.951,7.764,8.588,9.520,10.372,11.237,12.214,13.109,14.018,15.045,15.985,17.049,18.131,19.123,20.245,21.503,22.435,23.621,24.707,12670.000,12670.000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
MHF,MT PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),2.427,-2.048,4.288,10.725,9.793,6.771,6.691,3.015,3.760,9.877,4.516,5.282,5.670,9.125,7.814,11.934,14.525,18.204,21.610,24.135,29.747,34.363,31.893,32.994,36.927,31.893,35.250,39.185,44.803,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
