Fund,Full Fund Name,1 Weeks,2 Weeks,3 Weeks,4 Weeks,5 Weeks,6 Weeks,7 Weeks,8 Weeks,9 Weeks,10 Weeks,11 Weeks,12 Weeks,13 Weeks,14 Weeks,15 Weeks,16 Weeks,17 Weeks,18 Weeks,19 Weeks,20 Weeks,21 Weeks,22 Weeks,23 Weeks,24 Weeks,25 Weeks,26 Weeks
GKH,GARANTİ PORTFÖY  KATILIM SERBEST (TL) FON,0.909,1.702,2.507,3.393,3.808,4.646,5.427,6.220,6.878,7.618,8.444,9.129,9.901,10.684,11.398,12.040,12.772,13.514,14.433,15.026,15.711,16.404,17.018,17.638,18.355,19.080
TGA,GARANTİ ASSET MANAGEMENT FOURTH VARIABLE FUND,3.636,5.556,7.547,12.315,14.000,10.680,11.765,10.680,11.765,12.315,14.573,13.433,15.152,16.327,15.736,12.315,11.220,14.573,17.526,16.923,15.736,20.000,23.243,21.925,25.275,30.286
GTA,GARANTİ ASSET MANAGEMENT GOLD FUND,3.824,1.117,1.876,2.068,3.626,4.624,7.525,7.525,8.167,11.043,11.959,13.836,12.656,12.656,14.799,19.341,24.541,22.022,20.935,22.297,22.022,21.205,18.559,20.399,20.399,19.868
GBN,GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON,0.792,1.597,2.415,3.246,4.044,4.902,5.725,6.512,7.361,8.121,8.892,9.674,10.415,11.219,11.980,12.752,13.535,14.329,15.133,15.949,16.718,17.376,18.102,18.714,19.395,20.021
GOH,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.509,8.173,9.606,14.230,18.101,15.587,14.615,8.385,4.645,0.442,4.398,3.483,4.398,1.560,1.131,-2.349,-6.178,-2.821,6.265,9.322,7.101,13.892,21.855,21.056,30.302,32.903
GPB,GARANTİ ASSET MANAGEMENT FIRST VARIABLE FUND,0.900,1.592,2.179,3.049,3.982,3.935,5.003,6.809,7.609,8.218,9.221,9.768,10.561,11.553,12.152,12.070,13.091,13.453,14.499,14.843,15.188,16.149,16.207,16.857,17.635,18.668
GZP,GARANTİ PORTFÖY BİRİNCİ FON SEPETİ FONU,1.516,2.611,3.331,6.390,7.437,7.047,8.346,10.045,11.376,12.395,13.916,15.117,15.796,17.177,17.410,16.805,17.457,18.735,19.845,20.286,19.943,21.426,21.676,22.029,22.689,25.032
GBH,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),6.629,9.724,12.948,19.937,24.684,19.557,18.993,17.452,17.696,19.873,24.002,21.739,25.235,26.704,24.684,19.055,17.941,25.097,30.947,26.281,22.927,30.495,33.648,31.023,38.716,47.560
GPF,GARANTİ ASSET MANAGEMENT FIRST PARTICIPATION FUND,1.106,1.427,2.950,5.092,6.020,6.285,7.445,7.565,8.110,8.692,9.843,10.794,11.146,11.664,12.449,13.145,13.951,14.392,15.389,16.052,16.228,17.293,17.905,18.378,19.632,20.420
GPL,GARANTİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.340,0.839,1.316,2.090,3.349,4.496,4.945,5.384,5.630,5.837,6.355,7.069,7.763,8.602,9.190,10.261,11.044,11.711,13.314,13.776,14.263,14.918,13.158,13.322,13.673,13.930
GAE,GARANTİ ASSET MANAGEMENT BIST30 INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),4.721,6.550,7.489,12.963,14.554,8.929,8.929,7.018,7.965,9.417,11.416,11.927,14.554,15.094,13.488,6.550,3.830,7.018,9.910,7.965,5.172,10.407,14.554,10.909,14.019,17.874
GBV,GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,1.189,3.193,2.346,5.758,4.585,6.826,7.916,11.609,12.726,14.426,17.548,19.439,22.844,26.175,25.224,21.518,23.891,25.540,26.679,24.111,22.542,24.023,26.175,26.955,22.931,24.111
GA1,GARANTİ ASSET MANAGEMENT BONDS FUND,0.845,1.613,2.375,3.037,3.766,4.582,5.440,6.336,7.149,7.885,8.656,9.457,10.224,11.088,12.001,12.998,13.848,14.706,14.849,15.763,16.723,17.562,18.111,18.611,21.104,21.648
GVA,GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON,1.388,3.702,2.712,4.550,1.438,3.754,4.604,7.575,7.859,8.719,9.183,12.796,16.127,16.991,12.983,8.030,11.323,12.178,12.178,8.431,10.600,9.241,10.960,10.900,6.900,5.521
GZE,GARANTİ PORTFÖY EMTİA SERBEST FON,-0.031,2.510,1.807,2.062,1.903,3.714,5.591,5.694,1.208,2.094,2.222,3.484,1.712,2.350,1.681,5.319,8.143,3.583,4.577,4.310,5.968,6.313,6.939,7.115,4.981,6.106
GZV,GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,1.096,3.105,1.740,3.568,2.697,5.382,5.839,9.179,9.641,10.223,11.977,15.338,18.363,21.802,18.804,16.015,19.591,19.247,18.027,15.595,17.028,16.015,17.061,16.995,14.479,15.242
GPA,GARANTİ ASSET MANAGEMENT EUROBOND DEBT INSTRUMENTS (FX) FUND,0.348,0.888,1.078,1.933,1.757,3.063,4.052,6.790,7.813,8.496,9.767,11.476,12.335,15.374,16.639,16.294,17.814,18.108,18.893,19.446,19.821,19.858,18.392,19.301,18.606,19.518
GZZ,GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON,1.045,3.008,1.796,5.182,5.418,5.928,6.202,11.420,13.575,15.652,17.513,21.418,24.310,25.977,22.504,20.794,23.238,23.146,23.008,23.516,22.458,23.935,24.734,24.029,21.868,25.977
GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.708,6.990,8.685,13.969,15.822,10.766,11.164,10.699,12.107,13.341,17.067,16.551,18.642,19.716,19.330,12.927,8.622,12.721,14.888,13.272,10.304,16.478,20.338,15.678,18.490,22.812
GTZ,GARANTİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,0.382,2.265,0.802,1.689,-2.595,-1.701,-0.414,0.802,-3.538,1.725,1.475,7.435,6.879,8.483,8.159,13.156,19.028,11.197,10.053,13.333,11.669,5.398,6.094,11.411,11.197,7.916
GHS,GARANTİ ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),5.689,7.601,9.693,16.356,18.900,13.784,14.365,13.502,14.117,15.685,18.298,17.146,20.672,21.424,19.189,12.742,9.939,14.303,17.211,15.475,12.742,18.974,23.555,20.011,24.770,31.439
GPI,GARANTİ ASSET MANAGEMENT SECOND VARIABLE FUND,1.803,3.217,3.916,6.794,7.575,6.842,8.102,9.733,11.255,12.371,13.601,14.578,15.459,16.912,17.048,16.854,16.951,18.522,19.708,20.075,19.526,20.960,21.230,21.418,22.005,24.987
GZJ,GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU,2.076,2.936,3.447,7.629,8.586,7.044,7.826,9.493,10.622,11.492,13.494,14.484,15.342,16.557,16.557,15.606,15.984,17.290,18.746,19.427,18.746,20.730,21.226,20.606,21.726,24.683
GPC,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON,0.352,0.845,0.869,1.756,1.176,2.446,3.504,7.003,8.344,9.139,10.593,12.620,13.415,17.733,19.332,17.991,19.734,19.696,19.738,20.413,20.579,20.171,18.721,20.317,18.856,20.010
GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.689,8.583,10.120,14.143,17.259,13.734,12.801,9.072,8.015,6.398,8.498,6.536,7.789,8.128,7.761,2.358,-1.340,1.626,8.015,7.817,4.883,10.741,16.333,9.768,15.680,21.116
MET,GARANTİ PORTFÖY METAVERSE VE YENİ TEKNOLOJİLER DEĞİŞKEN FON,0.656,5.114,6.574,9.724,8.893,9.933,10.940,14.699,14.414,15.388,17.509,20.460,25.586,30.425,26.414,24.298,28.964,31.468,31.769,27.323,28.317,29.983,32.299,33.682,30.944,30.204
GAH,GARANTİ ASSET MANAGEMENT ABSOLUTE RETURN VARIABLE FUND,1.783,3.179,3.766,6.542,7.485,6.975,8.172,9.750,11.088,12.086,13.319,14.220,15.080,16.437,16.466,16.294,16.352,17.856,18.951,19.310,18.653,20.035,20.708,20.616,21.140,24.025
GZG,GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,1.091,2.147,1.646,2.804,5.012,7.284,7.678,10.553,10.518,10.000,11.006,12.604,15.033,14.920,12.281,10.831,11.817,12.138,11.959,11.252,11.640,11.498,12.245,13.002,13.475,15.828
EUZ,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON,-0.498,0.130,-0.236,0.690,0.182,2.839,3.712,5.906,4.703,5.290,6.625,9.035,10.562,12.685,13.310,13.618,15.580,16.261,16.067,15.484,16.226,15.346,14.502,14.862,13.447,14.911
GZR,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.300,7.113,8.809,14.653,16.702,12.425,13.333,12.177,13.042,13.431,16.065,15.638,18.039,18.697,16.930,10.449,7.252,10.932,13.921,12.349,10.356,16.455,21.540,18.825,23.729,29.537
GZL,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON,1.612,3.175,2.638,-0.032,1.026,3.243,4.026,6.956,7.650,6.558,5.277,6.307,7.761,9.255,6.631,5.348,6.092,4.509,4.198,2.872,2.872,2.671,5.665,4.267,3.412,4.130
GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.605,7.484,10.897,14.673,16.928,13.918,16.677,14.260,13.816,12.570,15.438,14.811,17.469,17.108,14.950,12.172,9.431,14.535,16.892,14.604,13.544,18.752,24.338,22.973,27.933,35.541
GZH,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON,3.245,5.528,0.625,-0.194,-3.229,-0.425,1.737,6.224,7.018,7.554,6.664,9.753,11.849,11.849,7.330,3.828,7.196,2.915,0.272,-2.828,-0.194,-3.700,0.468,-2.015,-6.597,-8.455
GTY,GARANTİ PORTFÖY TREND SERBEST FON,2.751,2.928,1.945,2.364,2.259,3.858,5.695,7.870,10.462,11.409,12.883,14.395,16.856,20.048,20.048,19.377,22.009,23.115,26.023,25.283,25.758,26.610,25.917,27.692,26.718,31.053
GZY,GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,1.217,5.809,3.884,8.112,6.635,6.844,7.203,10.517,15.419,13.603,15.874,20.094,27.330,29.310,26.782,22.400,22.439,22.439,22.635,19.382,19.085,17.584,18.826,14.316,11.679,15.594
GPU,GARANTİ ASSET MANAGEMENT THIRD VARIABLE FUND,2.342,3.730,4.727,7.457,7.749,7.414,8.557,9.605,10.734,11.369,12.551,13.240,14.314,15.863,15.510,15.409,15.443,16.919,18.099,18.082,17.611,19.197,20.042,19.322,20.278,23.433
GVI,GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,2.770,3.384,3.880,8.163,9.347,7.715,8.616,10.042,11.173,12.327,14.708,15.731,17.087,18.530,18.422,16.510,17.352,19.128,21.185,21.469,19.677,22.269,23.197,22.385,23.667,28.184
GAS,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON,0.000,1.149,1.149,2.326,3.529,4.142,4.762,6.024,6.667,6.667,7.317,8.642,9.317,10.692,11.392,12.102,13.548,13.548,15.033,15.789,16.556,16.556,15.033,15.789,15.789,16.556
ECA,GLOBAL MD ASSET MANAGEMENT FIRST VARIABLE FUND,2.781,3.831,4.365,7.968,9.128,6.833,7.398,8.112,10.014,11.523,12.760,12.760,14.346,14.669,14.507,11.983,10.612,12.604,14.025,14.185,13.074,None,23.744,26.047,29.253,33.717
GMD,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU,0.657,1.323,1.863,3.004,3.515,4.409,5.415,7.036,7.739,8.145,8.966,10.433,11.397,13.488,14.165,13.826,14.678,15.196,16.304,16.658,16.599,None,16.955,16.836,16.955,17.314
EC2,GLOBAL MD ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),4.061,5.902,6.180,14.367,16.347,10.663,10.880,11.084,11.853,13.592,16.404,16.687,18.723,17.666,18.101,16.463,14.387,18.089,22.145,26.007,22.499,None,33.734,29.751,37.036,45.466
GZN,GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON,1.271,2.894,1.805,5.742,5.562,7.030,7.717,7.875,10.824,13.032,15.428,19.782,22.118,22.571,22.089,20.821,18.185,23.712,25.340,31.379,24.177,27.621,33.086,32.048,34.591,35.437
GLG,GLOBAL MD PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),5.060,8.172,8.863,12.983,15.471,12.394,12.024,11.383,10.900,13.140,15.635,13.928,17.024,19.346,17.563,11.566,12.332,17.630,17.867,15.504,12.548,22.382,28.859,24.203,28.576,32.234
GZM,GLOBAL MD PORTFÖY DİNAMİK SERBEST (TL) FON,3.643,4.193,6.085,10.082,12.609,9.187,11.950,9.578,9.515,9.798,9.987,11.380,14.120,16.005,15.637,8.907,6.158,8.368,10.479,11.266,6.646,13.008,17.591,13.865,19.463,17.123
EBD,GLOBAL MD ASSET MANAGEMENT SECOND VARIABLE FUND,3.000,4.040,5.102,7.292,8.421,7.292,8.421,8.421,9.574,9.574,10.753,10.753,11.957,13.187,13.187,11.957,10.753,13.187,13.187,13.187,13.187,None,19.767,21.176,24.096,27.160
GLC,GLOBAL MD PORTFÖY İKİNCİ FON SEPETİ FONU,1.787,3.483,4.699,6.938,7.612,7.442,8.466,8.696,9.392,10.156,11.474,12.022,14.016,14.589,13.762,12.699,13.010,14.782,15.885,15.298,14.717,None,18.772,19.117,20.659,21.879
GKF,GLOBAL MD PORTFÖY KATILIM FONU,3.889,7.093,10.050,12.494,16.371,13.386,11.976,8.916,7.996,6.951,9.357,9.554,11.822,12.442,13.017,11.667,10.601,12.546,14.832,13.070,11.310,None,17.553,15.323,21.186,26.681
HKM,HEDEF PORTFÖY BAŞAK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),12.362,17.000,16.276,24.243,31.324,24.764,23.985,19.785,16.466,17.038,29.702,27.663,31.565,33.035,27.163,23.770,26.937,28.397,35.921,37.490,30.938,37.809,48.462,49.958,54.632,57.218
HVK,HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,0.824,1.661,2.455,3.262,4.141,4.974,5.821,6.620,7.431,8.191,8.961,9.743,10.602,11.475,12.225,13.054,13.825,14.607,15.399,16.129,16.794,17.843,18.681,19.453,20.236,21.108
HJB,HEDEF PORTFÖY BİRİNCİ DEĞİŞKEN FON,5.089,7.630,12.087,15.314,19.014,15.713,14.131,9.394,7.170,11.464,13.484,13.420,16.386,15.780,14.851,13.678,13.484,16.453,22.060,23.186,23.337,24.565,28.233,37.948,40.858,49.366
NNF,HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.911,10.984,14.409,19.483,26.980,22.386,23.046,18.606,16.149,14.268,16.685,14.721,16.999,16.236,14.740,9.000,7.492,13.078,18.444,19.226,15.887,21.254,25.151,24.012,31.086,41.133
HDA,HEDEF PORTFÖY DÖRDÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.674,1.616,2.929,3.913,4.825,5.752,7.367,8.834,10.751,11.578,12.418,13.485,14.245,15.907,17.850,18.787,None,None,None,None,None,None,None,None,None,None
HMC,HEDEF PORTFÖY EKİNOKS SERBEST (TL) FON,2.509,5.353,6.752,9.046,13.566,13.888,12.875,9.219,7.610,6.493,6.587,5.123,8.800,8.092,8.165,6.001,4.872,5.376,8.214,9.666,10.978,13.995,19.091,16.784,20.279,19.950
HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.640,9.301,16.451,21.733,26.353,21.733,17.134,11.886,9.102,10.646,13.082,13.082,16.677,15.478,13.582,7.794,4.535,10.172,15.701,15.478,13.153,18.367,23.066,25.035,33.284,32.596
HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.804,9.710,13.460,18.042,23.292,21.072,22.757,17.681,17.244,17.168,18.693,16.989,20.018,22.450,17.398,12.182,7.711,11.438,15.482,15.358,12.205,18.224,25.303,22.227,28.139,31.975
KSA,HEDEF PORTFÖY KISA VADELİ SERBEST (TL) FON,0.863,1.741,2.552,3.459,4.298,5.151,6.018,6.899,7.705,8.523,9.354,10.197,11.054,11.923,12.807,13.604,14.515,15.336,16.170,16.909,17.766,18.635,19.517,20.299,21.092,21.896
FNT,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),5.855,10.475,14.588,18.399,26.696,24.074,24.617,18.154,16.106,12.661,13.900,9.625,12.327,11.886,None,None,None,None,None,None,None,None,None,None,None,None
HYV,HEDEF PORTFÖY PARA PİYASASI (TL) FONU,0.784,1.630,2.388,3.210,4.044,4.893,5.755,6.577,7.355,8.145,8.889,9.701,10.467,11.243,12.030,12.829,13.702,14.524,15.359,16.140,16.865,17.600,18.276,18.960,19.651,20.351
HDK,HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.473,1.432,2.245,2.823,3.323,4.594,4.938,5.809,6.695,7.959,8.511,9.630,10.870,11.842,12.633,13.032,14.865,15.385,16.332,17.187,18.605,18.937,20.056,22.126,23.308,23.666
HST,HSBC ASSET MANAGEMENT MEDIUM-TERM BONDS FUND,0.407,1.646,0.611,1.856,0.000,-0.202,1.646,2.490,6.009,8.333,9.534,10.268,10.022,10.268,10.268,11.011,11.261,12.273,12.528,12.528,10.762,10.515,9.292,9.534,10.515,10.762
HBF,HSBC ASSET MANAGEMENT GOLD FUND,3.042,0.765,1.351,1.838,2.577,3.273,6.152,6.498,6.912,9.030,12.535,14.282,12.908,13.562,15.028,19.853,25.002,22.819,21.365,22.378,22.178,21.431,19.116,20.590,20.804,20.175
HBN,HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU,1.373,3.209,4.071,6.860,7.493,7.842,8.076,9.200,9.862,10.288,12.338,13.167,15.327,16.676,15.394,14.073,14.796,16.745,16.882,15.460,15.194,16.336,17.294,17.019,16.882,20.048
HBU,HSBC ASSET MANAGEMENT BIST 30 INDEX EQUITY FUND (EQUITY-INTENSIVE FUND),5.249,6.872,7.627,13.562,15.280,9.326,8.857,7.324,8.239,9.957,12.224,12.389,15.280,15.805,14.072,6.872,3.956,6.872,9.957,7.932,4.959,10.116,15.280,10.756,14.243,18.507
HPO,HSBC ASSET MANAGEMENT MULTI-ASSET FIRST VARIABLE FUND,0.000,1.563,1.563,3.175,4.839,4.839,6.557,6.557,6.557,8.333,8.333,8.333,10.169,10.169,10.169,10.169,12.069,12.069,14.035,14.035,14.035,16.071,16.071,16.071,16.071,18.182
HPD,HSBC ASSET MANAGEMENT MULTI-ASSET SECOND VARIABLE FUND,1.695,3.448,4.348,6.195,7.143,7.143,8.108,9.091,10.092,10.092,12.150,13.208,15.385,16.505,16.505,15.385,15.385,17.647,17.647,16.505,17.647,17.647,18.812,18.812,18.812,21.212
HSA,HSBC ASSET MANAGEMENT VARIABLE FUND,3.252,4.876,6.322,10.267,12.538,11.317,11.571,10.979,12.544,12.542,15.041,14.175,15.280,14.999,13.599,10.949,9.969,13.821,13.931,13.080,11.578,15.279,18.020,16.836,19.226,25.689
HVS,HSBC ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),5.846,8.132,9.948,16.575,19.522,15.468,15.156,14.075,16.098,16.416,20.198,19.021,21.571,21.053,18.359,12.417,9.948,14.382,16.098,13.922,10.663,16.416,20.881,17.218,20.709,28.163
HKR,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),5.910,8.007,10.286,17.298,21.442,18.573,18.517,18.461,21.501,21.325,26.398,23.840,26.080,23.962,20.220,14.619,12.310,20.741,20.916,18.126,12.967,20.799,24.950,18.685,23.962,37.781
HPT,HSBC ASSET MANAGEMENT SHORT-TERM BONDS AND BILLS FUND,0.000,2.500,2.500,2.500,5.128,5.128,5.128,5.128,7.895,7.895,7.895,7.895,10.811,10.811,10.811,10.811,10.811,13.889,13.889,13.889,13.889,13.889,17.143,17.143,17.143,17.143
HSL,HSBC ASSET MANAGEMENT MONEY MARKET FUND,0.806,1.613,2.400,3.209,4.030,4.844,5.631,6.424,7.215,7.990,8.723,9.461,10.171,10.887,11.559,12.261,12.970,13.691,14.383,15.043,15.665,16.251,16.807,17.302,17.774,18.240
HMS,HSBC PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),5.660,7.692,9.804,16.667,21.739,14.286,14.286,12.000,12.000,14.286,16.667,16.667,19.149,19.149,14.286,9.804,7.692,12.000,12.000,12.000,9.804,16.667,19.149,19.149,21.739,27.273
HOA,HSBC PORTFOLIO TECHNOLOGY VARIABLE FUND,-1.190,3.750,5.063,7.792,6.410,7.792,9.211,12.162,12.162,10.667,13.699,16.901,20.290,25.758,22.059,20.290,23.881,27.692,27.692,22.059,23.881,22.059,23.881,25.758,22.059,22.059
HOY,HSBC ASSET MANAGEMENT FOREIGN ETF FUND OF FUNDS,-0.581,1.786,1.183,3.012,3.012,4.908,5.556,8.228,9.615,10.323,11.765,14.000,17.931,20.423,19.580,18.750,21.277,21.277,20.423,17.931,19.580,17.931,17.123,17.931,15.541,16.327
HMG,HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON),0.000,3.571,3.571,7.407,7.407,11.538,11.538,11.538,11.538,11.538,16.000,16.000,16.000,16.000,16.000,16.000,16.000,20.833,20.833,20.833,20.833,20.833,20.833,20.833,20.833,26.087
ICA,ICBC TURKEY ASSET MANAGEMENT GOLD FUND,2.841,0.556,1.117,1.117,3.429,5.848,8.383,7.738,8.383,11.043,12.422,14.557,13.125,12.422,13.836,20.667,25.694,23.973,22.297,23.129,23.129,22.297,19.079,21.477,22.297,21.477
ICD,ICBC TURKEY ASSET MANAGEMENT FIRST VARIABLE FUND,1.145,2.445,2.914,3.944,4.711,5.607,6.334,7.344,7.995,8.912,9.679,10.586,11.446,12.701,13.893,14.556,15.381,16.041,17.094,17.573,17.829,19.300,20.914,23.897,25.142,25.711
IJH,ICBC TURKEY PORTFÖY BİRİNCİ FON SEPETİ FONU,1.716,2.988,3.132,5.032,5.330,6.926,8.452,10.104,11.345,12.871,14.000,15.376,16.509,18.182,18.607,18.750,19.951,20.146,21.078,20.881,20.980,22.328,23.913,26.181,26.181,26.721
IFV,ICBC TURKEY PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.743,1.497,2.198,2.910,3.631,4.429,5.171,5.924,6.619,7.322,8.035,8.757,9.489,10.156,10.907,11.668,12.362,12.986,13.697,14.416,15.064,15.718,16.381,17.050,17.643,18.327
ICV,ICBC TURKEY PORTFÖY BİRİNCİ SERBEST FON,1.148,2.783,3.107,4.091,5.191,6.068,7.310,7.765,8.172,9.100,9.885,10.789,11.544,12.255,12.975,13.704,14.557,15.018,15.774,16.185,16.362,17.980,18.469,19.023,19.395,19.833
ICF,ICBC TURKEY ASSET MANAGEMENT EQUITY FUND (EQUITY-INTENSIVE FUND),4.932,8.347,9.747,15.169,17.756,13.668,14.776,13.047,13.183,13.542,15.448,13.650,16.199,17.004,14.181,7.812,4.973,10.372,13.938,12.960,10.063,18.508,22.745,25.115,30.289,36.008
ICC,ICBC TURKEY ASSET MANAGEMENT SECOND VARIABLE FUND,2.469,4.874,5.829,8.598,9.830,8.598,9.416,9.416,9.830,10.667,11.946,11.516,13.035,14.370,13.699,11.303,10.247,13.035,15.278,14.822,13.922,18.089,21.294,24.145,27.974,30.562
ICE,ICBC TURKEY ASSET MANAGEMENT MONEY MARKET (TL) FUND,0.782,1.559,2.332,3.114,3.905,4.714,5.481,6.249,7.012,7.759,8.493,9.216,9.944,10.674,11.387,12.112,12.834,13.555,14.254,14.952,15.588,16.219,16.840,17.449,18.044,18.672
ICS,ICBC TURKEY PORTFÖY SERBEST (DÖVİZ) FON,0.369,0.885,1.318,2.025,3.109,4.118,4.351,4.721,4.971,5.284,5.734,6.516,7.048,7.755,8.307,9.197,9.742,10.261,11.664,11.994,11.718,12.335,10.451,10.512,10.816,10.748
IFN,ICBC TURKEY PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),5.071,7.271,8.531,14.205,16.881,12.092,13.400,12.226,12.630,12.946,15.020,13.446,16.039,17.466,15.610,8.803,5.741,11.010,13.790,12.293,9.394,16.736,22.708,22.949,29.355,35.546
GGK,INVEO PORTFÖY  ALTIN FON,3.414,1.295,2.089,2.821,3.489,3.914,6.990,6.963,7.097,9.691,10.965,12.858,11.512,12.180,13.095,16.401,22.710,21.910,20.510,22.049,21.257,19.539,18.322,22.361,24.270,23.841
IJA,INVEO PORTFÖY ATAK DEĞİŞKEN FON,3.559,3.540,4.332,7.260,7.805,5.155,5.737,8.581,9.872,10.656,11.496,11.518,12.238,12.857,12.569,13.640,14.229,14.594,18.896,19.941,20.471,23.801,27.180,27.633,32.685,32.993
GPG,INVEO ASSET MANAGEMENT FIRST VARIABLE FUND,1.789,5.015,0.560,1.865,-1.925,-0.655,2.446,8.833,10.328,11.427,13.051,18.138,20.494,23.772,24.041,25.755,27.066,21.697,18.117,17.084,17.954,12.882,13.088,16.684,13.957,16.924
GJB,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU,2.697,3.330,4.257,6.461,7.574,7.167,8.138,8.761,9.049,9.603,11.163,11.711,12.627,13.332,12.153,10.270,9.444,11.163,13.218,14.217,14.304,16.959,19.646,21.475,25.512,27.026
GAF,INVEO ASSET MANAGEMENT FIRST EQUITY FUND (EQUITY-INTENSIVE FUND),6.675,8.827,12.224,20.363,22.760,17.896,19.529,18.544,19.034,20.868,24.173,23.462,25.985,25.985,23.639,17.096,12.958,16.779,19.034,20.028,18.381,23.639,30.363,32.362,39.644,46.520
GAG,INVEO PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON,0.516,1.098,1.645,2.473,3.688,4.922,5.448,5.957,6.372,6.625,7.402,8.201,9.082,10.166,10.721,11.777,12.545,13.199,14.748,15.184,15.623,16.379,14.659,15.042,15.403,15.817
GYK,INVEO ASSET MANAGEMENT BONDS FUND,2.439,2.439,2.439,2.439,2.439,5.000,5.000,5.000,5.000,7.692,7.692,7.692,10.526,10.526,10.526,10.526,13.514,13.514,13.514,13.514,16.667,16.667,16.667,16.667,16.667,20.000
CVK,INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU,2.088,2.979,3.886,4.974,5.917,5.139,6.649,5.917,5.917,6.310,7.854,7.277,8.086,8.672,9.145,8.790,11.265,17.114,19.062,19.345,19.988,21.589,23.461,26.419,32.256,34.293
